ID,Day,Month,Year,Type,Gender
2010B0027106,1,1,2010,0,0
2010B0027107,1,1,2010,0,0
2010B0050826,1,1,2010,0,1
2010B0050827,1,1,2010,0,0
2010B0050872,1,1,2010,0,0
2010B0051104,1,1,2010,0,0
2010B0051102,1,1,2010,0,1
2010D0000009,1,1,2010,1,0
2010D0000013,1,1,2010,1,0
2010D0000025,1,1,2010,1,0
2010D0000026,1,1,2010,1,0
2010D0000028,1,1,2010,1,0
2010D0000029,1,1,2010,1,0
2010D0000030,1,1,2010,1,0
2010D0000031,1,1,2010,1,1
2010D0000032,1,1,2010,1,0
2010D0000036,1,1,2010,1,1
2010D0000041,1,1,2010,1,0
2010D0000043,1,1,2010,1,1
2010D0000044,1,1,2010,1,0
2010D0000045,1,1,2010,1,0
2010D0000046,1,1,2010,1,1
2010D0000047,1,1,2010,1,1
2010D0000048,1,1,2010,1,1
2010D0000038,1,1,2010,1,0
2010D0000068,1,1,2010,1,0
2010D0000069,1,1,2010,1,1
2010D0000070,1,1,2010,1,1
2010D0000071,1,1,2010,1,0
2010D0000072,1,1,2010,1,0
2010D0000073,1,1,2010,1,0
2010D0000074,1,1,2010,1,0
2010D0000075,1,1,2010,1,0
2010D0000063,1,1,2010,1,0
2010D0000064,1,1,2010,1,1
2010D0000060,1,1,2010,1,0
2010D0000077,1,1,2010,1,0
2010D0000082,1,1,2010,1,0
2010D0000083,1,1,2010,1,0
2010D0000084,1,1,2010,1,0
2010D0000085,1,1,2010,1,0
2010D0000079,1,1,2010,1,1
2010D0000087,1,1,2010,1,0
2010D0000090,1,1,2010,1,1
2010D0000091,1,1,2010,1,0
2010D0000092,1,1,2010,1,0
2010D0000093,1,1,2010,1,0
2010D0000095,1,1,2010,1,1
2010D0000096,1,1,2010,1,0
2010D0000099,1,1,2010,1,0
2010D0000103,1,1,2010,1,0
2010D0000104,1,1,2010,1,1
2010D0000106,1,1,2010,1,0
2010D0000116,1,1,2010,1,1
2010D0000113,1,1,2010,1,1
2010D0000120,1,1,2010,1,0
2010D0000123,1,1,2010,1,1
2010D0000125,1,1,2010,1,0
2010D0000126,1,1,2010,1,1
2010D0000150,1,1,2010,1,1
2010D0000128,1,1,2010,1,0
2010D0000130,1,1,2010,1,0
2010D0000148,1,1,2010,1,0
2010D0000167,1,1,2010,1,1
2010D0000170,1,1,2010,1,0
2010D0000304,1,1,2010,1,0
2010D0000305,1,1,2010,1,0
2010D0000310,1,1,2010,1,0
2010D0000485,1,1,2010,1,1
2010D0026388,1,1,2010,1,1
2010B0002065,1,1,2010,0,1
2010B0002066,1,1,2010,0,1
2010B0002068,1,1,2010,0,0
2010B0002069,1,1,2010,0,1
2010B0002071,1,1,2010,0,1
2010B0002072,1,1,2010,0,1
2010B0002107,1,1,2010,0,1
2010B0002113,1,1,2010,0,0
2010B0002470,1,1,2010,0,0
2010B0002486,1,1,2010,0,1
2010B0002554,1,1,2010,0,1
2010B0002601,1,1,2010,0,1
2010B0005874,1,1,2010,0,0
2010B0047575,1,1,2010,0,0
2012B0028717,1,1,2010,0,0
2010D0005856,1,1,2010,1,1
2010B0000929,1,1,2010,0,1
2010B0000931,1,1,2010,0,1
2010B0000962,1,1,2010,0,0
2010B0000963,1,1,2010,0,1
2010B0000966,1,1,2010,0,0
2010B0000968,1,1,2010,0,1
2010B0000969,1,1,2010,0,0
2010B0000971,1,1,2010,0,0
2010B0000975,1,1,2010,0,1
2010B0000985,1,1,2010,0,0
2010B0001010,1,1,2010,0,0
2010B0001012,1,1,2010,0,0
2010B0001032,1,1,2010,0,0
2010B0001130,1,1,2010,0,0
2010B0001150,1,1,2010,0,0
2010B0001152,1,1,2010,0,1
2010B0001201,1,1,2010,0,1
2010B0001202,1,1,2010,0,0
2010B0001204,1,1,2010,0,1
2010B0001205,1,1,2010,0,0
2010B0001207,1,1,2010,0,0
2010B0001208,1,1,2010,0,0
2010B0001210,1,1,2010,0,0
2010B0001211,1,1,2010,0,0
2010B0001213,1,1,2010,0,1
2010B0001215,1,1,2010,0,0
2010B0001216,1,1,2010,0,0
2010B0001218,1,1,2010,0,1
2010B0001219,1,1,2010,0,0
2010B0001221,1,1,2010,0,0
2010B0001223,1,1,2010,0,1
2010B0001224,1,1,2010,0,1
2010B0001228,1,1,2010,0,1
2010B0001229,1,1,2010,0,1
2010B0001226,1,1,2010,0,1
2010B0001233,1,1,2010,0,0
2010B0001289,1,1,2010,0,1
2010B0001341,1,1,2010,0,1
2010B0001381,1,1,2010,0,1
2010B0001412,1,1,2010,0,1
2010B0001510,1,1,2010,0,1
2010B0001511,1,1,2010,0,1
2010B0001513,1,1,2010,0,0
2010B0001524,1,1,2010,0,0
2010B0001619,1,1,2010,0,1
2010B0001613,1,1,2010,0,1
2010B0001941,1,1,2010,0,0
2010B0001942,1,1,2010,0,0
2010B0001963,1,1,2010,0,1
2010B0009894,1,1,2010,0,0
2010B0028015,1,1,2010,0,0
2010D0000710,1,1,2010,1,0
2010D0000931,1,1,2010,1,1
2010D0000953,1,1,2010,1,0
2010D0000969,1,1,2010,1,0
2010D0000965,1,1,2010,1,0
2010D0000966,1,1,2010,1,0
2010D0001167,1,1,2010,1,0
2010D0001169,1,1,2010,1,1
2010D0001170,1,1,2010,1,1
2010D0001359,1,1,2010,1,1
2010D0001360,1,1,2010,1,1
2010D0001361,1,1,2010,1,1
2010D0016096,1,1,2010,1,1
2010B0000063,1,1,2010,0,0
2010B0000064,1,1,2010,0,0
2010B0000072,1,1,2010,0,1
2010B0000131,1,1,2010,0,1
2010B0000142,1,1,2010,0,0
2010B0000143,1,1,2010,0,0
2010B0000148,1,1,2010,0,0
2010B0000220,1,1,2010,0,1
2010B0000222,1,1,2010,0,0
2010B0000224,1,1,2010,0,1
2010B0000225,1,1,2010,0,0
2010B0000273,1,1,2010,0,0
2010B0000289,1,1,2010,0,1
2010B0000292,1,1,2010,0,0
2010B0000356,1,1,2010,0,0
2010B0000357,1,1,2010,0,1
2010B0000420,1,1,2010,0,1
2010B0000422,1,1,2010,0,0
2010B0000423,1,1,2010,0,0
2010B0000424,1,1,2010,0,1
2010B0000425,1,1,2010,0,1
2010B0000382,1,1,2010,0,1
2010B0000429,1,1,2010,0,0
2010B0000455,1,1,2010,0,0
2010B0000471,1,1,2010,0,0
2010B0000472,1,1,2010,0,0
2010B0000502,1,1,2010,0,1
2010B0000541,1,1,2010,0,1
2010B0000542,1,1,2010,0,1
2010B0000543,1,1,2010,0,0
2010B0000545,1,1,2010,0,0
2010B0000547,1,1,2010,0,1
2010B0000587,1,1,2010,0,0
2010B0000594,1,1,2010,0,1
2010B0000596,1,1,2010,0,1
2010B0000597,1,1,2010,0,1
2010B0000599,1,1,2010,0,1
2010B0000604,1,1,2010,0,1
2010B0000616,1,1,2010,0,0
2010B0000619,1,1,2010,0,1
2010B0000648,1,1,2010,0,1
2010B0000651,1,1,2010,0,1
2010B0000669,1,1,2010,0,1
2010B0000671,1,1,2010,0,1
2010B0000685,1,1,2010,0,0
2010B0000716,1,1,2010,0,0
2010B0000724,1,1,2010,0,1
2010B0000765,1,1,2010,0,1
2010B0000800,1,1,2010,0,0
2010B0000802,1,1,2010,0,0
2010B0000804,1,1,2010,0,1
2010B0000807,1,1,2010,0,0
2010B0000808,1,1,2010,0,0
2010B0000816,1,1,2010,0,0
2010B0000819,1,1,2010,0,1
2010B0000828,1,1,2010,0,1
2010B0000829,1,1,2010,0,1
2010B0000877,1,1,2010,0,0
2010B0000879,1,1,2010,0,0
2010B0000880,1,1,2010,0,0
2010B0000885,1,1,2010,0,1
2010B0000883,1,1,2010,0,1
2010B0004472,1,1,2010,0,0
2010B0004714,1,1,2010,0,0
2010B0006730,1,1,2010,0,1
2010B0004696,2,1,2010,0,0
2010B0004475,2,1,2010,0,1
2010B0000884,2,1,2010,0,0
2010B0000897,2,1,2010,0,1
2010B0000818,2,1,2010,0,0
2010B0000886,2,1,2010,0,1
2010B0000887,2,1,2010,0,1
2010B0000888,2,1,2010,0,0
2010B0000889,2,1,2010,0,1
2010B0000890,2,1,2010,0,0
2010B0000891,2,1,2010,0,0
2010B0000892,2,1,2010,0,0
2010B0000893,2,1,2010,0,0
2010B0000894,2,1,2010,0,1
2010B0000881,2,1,2010,0,1
2010B0000882,2,1,2010,0,1
2010B0000823,2,1,2010,0,0
2010B0000825,2,1,2010,0,0
2010B0000809,2,1,2010,0,0
2010B0000810,2,1,2010,0,1
2010B0000811,2,1,2010,0,0
2010B0000806,2,1,2010,0,1
2010B0000723,2,1,2010,0,0
2010B0000790,2,1,2010,0,1
2010B0000739,2,1,2010,0,1
2010B0000740,2,1,2010,0,1
2010B0000743,2,1,2010,0,1
2010B0000726,2,1,2010,0,1
2010B0000689,2,1,2010,0,0
2010B0000649,2,1,2010,0,1
2010B0000630,2,1,2010,0,1
2010B0000643,2,1,2010,0,1
2010B0000646,2,1,2010,0,1
2010B0000611,2,1,2010,0,1
2010B0000601,2,1,2010,0,0
2010B0000602,2,1,2010,0,1
2010B0000527,2,1,2010,0,1
2010B0000503,2,1,2010,0,1
2010B0000476,2,1,2010,0,1
2010B0000496,2,1,2010,0,1
2010B0000269,2,1,2010,0,0
2010B0000437,2,1,2010,0,0
2010B0000434,2,1,2010,0,0
2010B0000426,2,1,2010,0,0
2010B0000378,2,1,2010,0,0
2010B0000441,2,1,2010,0,1
2010B0000444,2,1,2010,0,1
2010B0000446,2,1,2010,0,1
2010B0000448,2,1,2010,0,0
2010B0000311,2,1,2010,0,1
2010B0000328,2,1,2010,0,1
2010B0000329,2,1,2010,0,0
2010B0000282,2,1,2010,0,0
2010B0000284,2,1,2010,0,1
2010B0000287,2,1,2010,0,1
2010B0000275,2,1,2010,0,0
2010B0000228,2,1,2010,0,0
2010B0000230,2,1,2010,0,0
2010B0000144,2,1,2010,0,1
2010B0000132,2,1,2010,0,1
2010B0000073,2,1,2010,0,1
2010B0000074,2,1,2010,0,1
2010B0004174,2,1,2010,0,0
2010D0002411,2,1,2010,1,0
2010D0001363,2,1,2010,1,0
2010D0001364,2,1,2010,1,0
2010D0001225,2,1,2010,1,1
2010D0001366,2,1,2010,1,0
2010D0000970,2,1,2010,1,0
