Sr. No.,Registration No,Type,Date Of Event,Gender
139,2012B0001808,Birth,01/01/2012,Male
140,2012B0001820,Birth,01/01/2012,Male
141,2012B0001821,Birth,01/01/2012,Female
142,2012B0001905,Birth,01/01/2012,Male
143,2012B0001907,Birth,01/01/2012,Male
144,2012B0002000,Birth,01/01/2012,Female
145,2012B0001993,Birth,01/01/2012,Female
146,2012B0002088,Birth,01/01/2012,Male
147,2012B0002164,Birth,01/01/2012,Male
148,2012B0002308,Birth,01/01/2012,Male
149,2012B0012675,Birth,01/01/2012,Female
150,2011D0025428,Death,01/01/2012,Male
151,2012D0000001,Death,01/01/2012,Male
152,2012D0000002,Death,01/01/2012,Male
153,2012D0000016,Death,01/01/2012,Male
154,2012D0000023,Death,01/01/2012,Male
155,2012D0000041,Death,01/01/2012,Male
156,2012D0000050,Death,01/01/2012,Male
157,2012D0000054,Death,01/01/2012,Male
158,2012D0000060,Death,01/01/2012,Male
159,2012D0000061,Death,01/01/2012,Female
160,2012D0000062,Death,01/01/2012,Female
161,2012D0000063,Death,01/01/2012,Male
162,2012D0000065,Death,01/01/2012,Male
163,2012D0000092,Death,01/01/2012,Female
164,2012D0000093,Death,01/01/2012,Male
165,2012D0000094,Death,01/01/2012,Male
166,2012D0000095,Death,01/01/2012,Male
167,2012D0000096,Death,01/01/2012,Female
168,2012D0000097,Death,01/01/2012,Male
169,2012D0000098,Death,01/01/2012,Male
170,2012D0000099,Death,01/01/2012,Female
171,2012D0000100,Death,01/01/2012,Female
172,2012D0000102,Death,01/01/2012,Male
173,2012D0000103,Death,01/01/2012,Female
174,2012D0000105,Death,01/01/2012,Male
175,2012D0000107,Death,01/01/2012,Male
176,2012D0000108,Death,01/01/2012,Female
177,2012D0000109,Death,01/01/2012,Female
178,2012D0000110,Death,01/01/2012,Male
179,2012D0000111,Death,01/01/2012,Female
180,2012D0000112,Death,01/01/2012,Male
181,2012D0000113,Death,01/01/2012,Male
182,2012D0000114,Death,01/01/2012,Male
183,2012D0000115,Death,01/01/2012,Male
184,2012D0000116,Death,01/01/2012,Male
185,2012D0000117,Death,01/01/2012,Male
186,2012D0000118,Death,01/01/2012,Female
187,2012D0000119,Death,01/01/2012,Female
188,2012D0000120,Death,01/01/2012,Male
189,2012D0000121,Death,01/01/2012,Female
190,2012D0000122,Death,01/01/2012,Male
191,2012D0000123,Death,01/01/2012,Female
192,2012D0000124,Death,01/01/2012,Male
193,2012D0000076,Death,01/01/2012,Male
194,2012D0000078,Death,01/01/2012,Male
195,2012D0000079,Death,01/01/2012,Female
196,2012D0000081,Death,01/01/2012,Male
197,2012D0000082,Death,01/01/2012,Male
198,2012D0000083,Death,01/01/2012,Male
199,2012D0000084,Death,01/01/2012,Male
200,2012D0000085,Death,01/01/2012,Male
201,2012D0000070,Death,01/01/2012,Female
202,2012D0000071,Death,01/01/2012,Male
203,2012D0000073,Death,01/01/2012,Female
204,2012D0000056,Death,01/01/2012,Male
205,2012D0000087,Death,01/01/2012,Female
206,2012D0000090,Death,01/01/2012,Female
207,2012D0000148,Death,01/01/2012,Male
208,2012D0000149,Death,01/01/2012,Female
209,2012D0000150,Death,01/01/2012,Male
210,2012D0000151,Death,01/01/2012,Male
211,2012D0000152,Death,01/01/2012,Male
212,2012D0000153,Death,01/01/2012,Female
213,2012D0000178,Death,01/01/2012,Female
214,2012D0000179,Death,01/01/2012,Female
215,2012D0000184,Death,01/01/2012,Male
216,2012D0000175,Death,01/01/2012,Male
217,2012D0000228,Death,01/01/2012,Male
218,2012D0000234,Death,01/01/2012,Male
219,2012D0000237,Death,01/01/2012,Female
220,2012D0000240,Death,01/01/2012,Male
221,2012D0000251,Death,01/01/2012,Male
222,2012D0000504,Death,01/01/2012,Male
223,2012D0000530,Death,01/01/2012,Male
224,2012D0000588,Death,01/01/2012,Female
225,2012D0000657,Death,01/01/2012,Male
226,2012D0000659,Death,01/01/2012,Female
227,2012D0000705,Death,01/01/2012,Male
228,2012D0000763,Death,01/01/2012,Female
229,2012D0000765,Death,01/01/2012,Male
230,2012S0000001,Death,01/01/2012,Male
231,2012S0000002,Death,01/01/2012,Male
232,2012S0000029,Death,02/01/2012,Female
233,2012D0000811,Death,02/01/2012,Male
234,2012D0000753,Death,02/01/2012,Male
235,2012D0000473,Death,02/01/2012,Male
236,2012D0000475,Death,02/01/2012,Male
237,2012D0000477,Death,02/01/2012,Female
238,2012D0000479,Death,02/01/2012,Male
239,2012D0000482,Death,02/01/2012,Female
240,2012D0000484,Death,02/01/2012,Male
241,2012D0000485,Death,02/01/2012,Female
242,2012D0000486,Death,02/01/2012,Female
243,2012D0000487,Death,02/01/2012,Male
244,2012D0000462,Death,02/01/2012,Female
245,2012D0000464,Death,02/01/2012,Female
246,2012D0000466,Death,02/01/2012,Male
247,2012D0000468,Death,02/01/2012,Female
248,2012D0000469,Death,02/01/2012,Female
249,2012D0000386,Death,02/01/2012,Male
250,2012D0000387,Death,02/01/2012,Male
251,2012D0000388,Death,02/01/2012,Female
252,2012D0000389,Death,02/01/2012,Female
253,2012D0000390,Death,02/01/2012,Female
254,2012D0000391,Death,02/01/2012,Male
255,2012D0000392,Death,02/01/2012,Male
256,2012D0000393,Death,02/01/2012,Female
257,2012D0000377,Death,02/01/2012,Male
258,2012D0000395,Death,02/01/2012,Female
259,2012D0000399,Death,02/01/2012,Male
260,2012D0000402,Death,02/01/2012,Female
261,2012D0000404,Death,02/01/2012,Male
262,2012D0000406,Death,02/01/2012,Female
263,2012D0000409,Death,02/01/2012,Male
264,2012D0000410,Death,02/01/2012,Male
265,2012D0000412,Death,02/01/2012,Female
266,2012D0000414,Death,02/01/2012,Male
267,2012D0000420,Death,02/01/2012,Male
268,2012D0000425,Death,02/01/2012,Female
269,2012D0000423,Death,02/01/2012,Male
270,2012D0000249,Death,02/01/2012,Female
271,2012D0000250,Death,02/01/2012,Male
272,2012D0000238,Death,02/01/2012,Male
273,2012D0000239,Death,02/01/2012,Female
274,2012D0000235,Death,02/01/2012,Male
275,2012D0000242,Death,02/01/2012,Female
276,2012D0000243,Death,02/01/2012,Male
277,2012D0000222,Death,02/01/2012,Male
278,2012D0000224,Death,02/01/2012,Male
279,2012D0000177,Death,02/01/2012,Male
280,2012D0000197,Death,02/01/2012,Male
281,2012D0000198,Death,02/01/2012,Female
282,2012D0000199,Death,02/01/2012,Male
283,2012D0000200,Death,02/01/2012,Female
284,2012D0000202,Death,02/01/2012,Male
285,2012D0000203,Death,02/01/2012,Male
286,2012D0000205,Death,02/01/2012,Female
287,2012D0000206,Death,02/01/2012,Female
288,2012D0000207,Death,02/01/2012,Male
289,2012D0000208,Death,02/01/2012,Male
290,2012D0000209,Death,02/01/2012,Male
291,2012D0000210,Death,02/01/2012,Female
292,2012D0000215,Death,02/01/2012,Female
293,2012D0000220,Death,02/01/2012,Male
294,2012D0000284,Death,02/01/2012,Male
295,2012D0000285,Death,02/01/2012,Female
296,2012D0000286,Death,02/01/2012,Male
297,2012D0000287,Death,02/01/2012,Male
298,2012D0000288,Death,02/01/2012,Male
299,2012D0000279,Death,02/01/2012,Male
300,2012D0000282,Death,02/01/2012,Female
301,2012D0000328,Death,02/01/2012,Male
302,2012D0000331,Death,02/01/2012,Female
303,2012D0000341,Death,02/01/2012,Female
304,2012D0000342,Death,02/01/2012,Female
305,2012D0000343,Death,02/01/2012,Female
306,2012D0000345,Death,02/01/2012,Female
307,2012D0000053,Death,02/01/2012,Male
308,2012D0000051,Death,02/01/2012,Female
309,2012D0000024,Death,02/01/2012,Male
310,2012D0000025,Death,02/01/2012,Female
311,2012D0000030,Death,02/01/2012,Male
312,2012D0000032,Death,02/01/2012,Male
313,2012D0000034,Death,02/01/2012,Male
314,2012D0000039,Death,02/01/2012,Female
315,2012D0000014,Death,02/01/2012,Female
316,2012D0000004,Death,02/01/2012,Male
317,2013B0012298,Birth,02/01/2012,Male
318,2012B0002309,Birth,02/01/2012,Male
319,2012B0002196,Birth,02/01/2012,Female
320,2012B0002233,Birth,02/01/2012,Male
321,2012B0002291,Birth,02/01/2012,Male
322,2012B0002171,Birth,02/01/2012,Male
323,2012B0002172,Birth,02/01/2012,Female
324,2012B0002169,Birth,02/01/2012,Female
325,2012B0002191,Birth,02/01/2012,Female
326,2012B0002193,Birth,02/01/2012,Male
327,2012B0002090,Birth,02/01/2012,Male
328,2012B0002068,Birth,02/01/2012,Female
329,2012B0002069,Birth,02/01/2012,Male
330,2012B0001840,Birth,02/01/2012,Female
331,2012B0001842,Birth,02/01/2012,Female
332,2012B0001816,Birth,02/01/2012,Male
333,2012B0001825,Birth,02/01/2012,Male
334,2012B0001826,Birth,02/01/2012,Male
335,2012B0001844,Birth,02/01/2012,Female
336,2012B0001810,Birth,02/01/2012,Male
337,2012B0001813,Birth,02/01/2012,Female
338,2012B0001800,Birth,02/01/2012,Female
339,2012B0001803,Birth,02/01/2012,Male
340,2012B0001777,Birth,02/01/2012,Female
341,2012B0001756,Birth,02/01/2012,Male
342,2012B0001760,Birth,02/01/2012,Female
343,2012B0001661,Birth,02/01/2012,Male
344,2012B0001521,Birth,02/01/2012,Male
345,2012B0001484,Birth,02/01/2012,Female
346,2012B0001490,Birth,02/01/2012,Female
347,2012B0001491,Birth,02/01/2012,Female
348,2012B0001492,Birth,02/01/2012,Female
349,2012B0001476,Birth,02/01/2012,Female
350,2012B0001345,Birth,02/01/2012,Female
351,2012B0001301,Birth,02/01/2012,Female
352,2012B0001302,Birth,02/01/2012,Male
353,2012B0001304,Birth,02/01/2012,Male
354,2012B0001254,Birth,02/01/2012,Male
355,2012B0001260,Birth,02/01/2012,Male
356,2012B0001261,Birth,02/01/2012,Male
357,2012B0001269,Birth,02/01/2012,Male
358,2012B0001223,Birth,02/01/2012,Male
359,2012B0001203,Birth,02/01/2012,Female
360,2012B0001175,Birth,02/01/2012,Female
361,2012B0001162,Birth,02/01/2012,Female
362,2012B0001153,Birth,02/01/2012,Female
363,2012B0001143,Birth,02/01/2012,Female
364,2012B0001180,Birth,02/01/2012,Female
365,2012B0001183,Birth,02/01/2012,Female
366,2012B0001104,Birth,02/01/2012,Female
367,2012B0001083,Birth,02/01/2012,Female
368,2012B0001084,Birth,02/01/2012,Female
369,2012D0026284,Death,02/01/2012,Male
370,2012D0026341,Death,02/01/2012,Male
371,2012D0000969,Death,02/01/2012,Male
372,2012D0000972,Death,02/01/2012,Female
373,2012D0000977,Death,02/01/2012,Male
374,2012D0000983,Death,02/01/2012,Male
375,2012D0000986,Death,02/01/2012,Male
376,2012B0003379,Birth,02/01/2012,Male
377,2012B0002900,Birth,02/01/2012,Female
378,2012B0002950,Birth,02/01/2012,Male
379,2012B0002733,Birth,02/01/2012,Female
380,2012B0002737,Birth,02/01/2012,Female
381,2012B0002724,Birth,02/01/2012,Male
382,2012B0002476,Birth,02/01/2012,Female
383,2012B0002425,Birth,02/01/2012,Male
384,2012B0002443,Birth,02/01/2012,Female
385,2012B0002433,Birth,02/01/2012,Male
386,2012B0002434,Birth,02/01/2012,Female
387,2012B0002435,Birth,02/01/2012,Female
388,2012B0002436,Birth,02/01/2012,Female
389,2012B0002437,Birth,02/01/2012,Male
390,2012B0002438,Birth,02/01/2012,Male
391,2012B0002378,Birth,02/01/2012,Female
392,2012B0002395,Birth,02/01/2012,Female
393,2012B0002397,Birth,02/01/2012,Male
394,2012B0008060,Birth,02/01/2012,Female
395,2012B0025967,Birth,02/01/2012,Male
396,2012B0056729,Birth,02/01/2012,Male
397,2012B0004437,Birth,02/01/2012,Female
398,2012B0004002,Birth,02/01/2012,Female
399,2012B0004007,Birth,02/01/2012,Male
400,2012B0004008,Birth,02/01/2012,Male
401,2012B0004011,Birth,02/01/2012,Male
402,2012B0004019,Birth,02/01/2012,Female
403,2012B0004022,Birth,02/01/2012,Male
404,2012B0004025,Birth,02/01/2012,Male
405,2012B0004027,Birth,02/01/2012,Female
406,2012B0004031,Birth,02/01/2012,Male
407,2012B0004032,Birth,02/01/2012,Male
408,2012B0004043,Birth,02/01/2012,Female
409,2012B0003865,Birth,02/01/2012,Male
410,2012B0003882,Birth,02/01/2012,Male
411,2012B0003829,Birth,02/01/2012,Male
412,2012B0003831,Birth,02/01/2012,Female
413,2012B0001039,Birth,02/01/2012,Female
414,2012B0001067,Birth,02/01/2012,Female
415,2012B0001073,Birth,02/01/2012,Male
416,2012B0001036,Birth,02/01/2012,Male
417,2012B0001017,Birth,02/01/2012,Male
418,2012B0001021,Birth,02/01/2012,Male
419,2012B0001024,Birth,02/01/2012,Male
420,2012B0001032,Birth,02/01/2012,Male
421,2012B0001002,Birth,02/01/2012,Male
422,2012B0001009,Birth,02/01/2012,Male
423,2012B0000996,Birth,02/01/2012,Female
424,2012B0000975,Birth,02/01/2012,Male
425,2012B0000961,Birth,02/01/2012,Female
426,2012B0000964,Birth,02/01/2012,Female
427,2012B0000950,Birth,02/01/2012,Male
428,2012B0000956,Birth,02/01/2012,Male
429,2012B0000917,Birth,02/01/2012,Male
430,2012B0000933,Birth,02/01/2012,Male
431,2012B0000938,Birth,02/01/2012,Male
432,2012B0000871,Birth,02/01/2012,Female
433,2012B0000884,Birth,02/01/2012,Male
434,2012B0004870,Birth,02/01/2012,Female
435,2012B0000757,Birth,02/01/2012,Male
436,2012B0000761,Birth,02/01/2012,Female
437,2012B0000763,Birth,02/01/2012,Female
438,2012B0000748,Birth,02/01/2012,Male
439,2012B0000752,Birth,02/01/2012,Male
440,2012B0000741,Birth,02/01/2012,Female
441,2012B0000744,Birth,02/01/2012,Male
442,2012B0000734,Birth,02/01/2012,Male
443,2012B0000728,Birth,02/01/2012,Male
444,2012B0000617,Birth,02/01/2012,Male
445,2012B0000638,Birth,02/01/2012,Female
446,2012B0000717,Birth,02/01/2012,Male
447,2012B0000720,Birth,02/01/2012,Female
448,2012B0000723,Birth,02/01/2012,Female
449,2012B0000724,Birth,02/01/2012,Female
450,2012B0000726,Birth,02/01/2012,Male
451,2012B0000589,Birth,02/01/2012,Male
452,2012B0000600,Birth,02/01/2012,Female
453,2012B0000512,Birth,02/01/2012,Male
454,2012B0000375,Birth,02/01/2012,Female
455,2012B0000364,Birth,02/01/2012,Female
456,2012B0000360,Birth,02/01/2012,Female
457,2012B0000333,Birth,02/01/2012,Female
458,2012B0000338,Birth,02/01/2012,Male
459,2012B0000345,Birth,02/01/2012,Female
460,2012B0000346,Birth,02/01/2012,Female
461,2012B0000348,Birth,02/01/2012,Male
462,2012B0000341,Birth,02/01/2012,Male
463,2012B0000351,Birth,02/01/2012,Male
464,2012B0000353,Birth,02/01/2012,Male
465,2012B0000356,Birth,02/01/2012,Male
466,2012B0000270,Birth,02/01/2012,Female
467,2012B0000272,Birth,02/01/2012,Male
468,2012B0000273,Birth,02/01/2012,Female
469,2012B0000275,Birth,02/01/2012,Male
470,2012B0000277,Birth,02/01/2012,Female
471,2012B0000279,Birth,02/01/2012,Female
472,2012B0000282,Birth,02/01/2012,Female
473,2012B0000256,Birth,02/01/2012,Female
474,2012B0000259,Birth,02/01/2012,Female
475,2012B0000264,Birth,02/01/2012,Male
476,2012B0000266,Birth,02/01/2012,Female
477,2012B0000128,Birth,02/01/2012,Male
478,2012B0000328,Birth,02/01/2012,Male
479,2012B0000208,Birth,02/01/2012,Female
480,2012B0000227,Birth,02/01/2012,Female
481,2012B0000243,Birth,02/01/2012,Male
482,2012B0000150,Birth,02/01/2012,Female
483,2012B0000162,Birth,02/01/2012,Male
484,2012B0000112,Birth,02/01/2012,Male
485,2012B0000113,Birth,02/01/2012,Female
486,2012B0000114,Birth,02/01/2012,Male
487,2012B0000115,Birth,02/01/2012,Male
488,2012B0000116,Birth,02/01/2012,Male
489,2012B0000117,Birth,02/01/2012,Male
490,2012B0000070,Birth,02/01/2012,Female
491,2012B0000071,Birth,02/01/2012,Male
492,2012B0005598,Birth,02/01/2012,Female
493,2012B0010012,Birth,02/01/2012,Male
494,2012B0010511,Birth,02/01/2012,Male
495,2012B0014703,Birth,02/01/2012,Female
496,2012B0045425,Birth,02/01/2012,Female
497,2013B0058332,Birth,02/01/2012,Male
498,2012D0002673,Death,02/01/2012,Female
499,2012D0003412,Death,02/01/2012,Male
500,2011D0024938,Death,03/01/2012,Male
501,2012B0000118,Birth,03/01/2012,Male
502,2012B0000122,Birth,03/01/2012,Male
503,2012B0000233,Birth,03/01/2012,Male
504,2012B0000212,Birth,03/01/2012,Male
505,2012B0000215,Birth,03/01/2012,Male
506,2012B0000217,Birth,03/01/2012,Male
507,2012B0000220,Birth,03/01/2012,Female
508,2012B0000006,Birth,03/01/2012,Male
509,2011B0053202,Birth,03/01/2012,Female
510,2011B0053205,Birth,03/01/2012,Male
511,2012B0000317,Birth,03/01/2012,Male
512,2012B0000310,Birth,03/01/2012,Female
513,2012B0000248,Birth,03/01/2012,Male
514,2012B0000252,Birth,03/01/2012,Male
515,2012B0000255,Birth,03/01/2012,Male
516,2012B0000362,Birth,03/01/2012,Female
517,2012B0000611,Birth,03/01/2012,Male
518,2012B0000603,Birth,03/01/2012,Female
519,2012B0000515,Birth,03/01/2012,Female
520,2012B0000562,Birth,03/01/2012,Male
521,2012B0000674,Birth,03/01/2012,Female
522,2012B0000682,Birth,03/01/2012,Female
523,2012B0000687,Birth,03/01/2012,Female
524,2012B0000657,Birth,03/01/2012,Male
525,2012B0000620,Birth,03/01/2012,Female
526,2012B0000740,Birth,03/01/2012,Male
527,2012B0000754,Birth,03/01/2012,Female
528,2012B0000755,Birth,03/01/2012,Female
529,2012B0000767,Birth,03/01/2012,Female
530,2012B0000771,Birth,03/01/2012,Male
531,2012B0000777,Birth,03/01/2012,Male
532,2012B0000781,Birth,03/01/2012,Male
533,2012B0000785,Birth,03/01/2012,Female
534,2012B0000789,Birth,03/01/2012,Male
535,2012B0000886,Birth,03/01/2012,Female
536,2012B0000877,Birth,03/01/2012,Male
537,2012B0000859,Birth,03/01/2012,Male
538,2012B0000794,Birth,03/01/2012,Male
539,2012B0000797,Birth,03/01/2012,Female
540,2012B0000940,Birth,03/01/2012,Female
541,2012B0000967,Birth,03/01/2012,Male
542,2012B0000969,Birth,03/01/2012,Male
543,2012B0000973,Birth,03/01/2012,Female
544,2012B0000979,Birth,03/01/2012,Male
545,2012B0000981,Birth,03/01/2012,Female
546,2012B0000997,Birth,03/01/2012,Female
547,2012B0001008,Birth,03/01/2012,Female
548,2012B0001000,Birth,03/01/2012,Female
549,2012B0001016,Birth,03/01/2012,Male
550,2012B0001037,Birth,03/01/2012,Female
551,2012B0001038,Birth,03/01/2012,Female
552,2012B0001035,Birth,03/01/2012,Female
553,2012B0001041,Birth,03/01/2012,Male
554,2012B0001042,Birth,03/01/2012,Male
555,2012B0001043,Birth,03/01/2012,Female
556,2012B0001069,Birth,03/01/2012,Female
557,2012B0001071,Birth,03/01/2012,Male
558,2012B0001063,Birth,03/01/2012,Male
559,2012B0001065,Birth,03/01/2012,Male
560,2012B0001045,Birth,03/01/2012,Male
561,2012B0001048,Birth,03/01/2012,Male
562,2012B0001052,Birth,03/01/2012,Male
563,2012B0001055,Birth,03/01/2012,Male
564,2012B0001056,Birth,03/01/2012,Female
565,2012B0001058,Birth,03/01/2012,Female
566,2012B0001061,Birth,03/01/2012,Male
567,2012B0003879,Birth,03/01/2012,Male
568,2011B0053143,Birth,03/01/2012,Male
569,2012B0004280,Birth,03/01/2012,Female
570,2012B0004335,Birth,03/01/2012,Male
571,2012B0004275,Birth,03/01/2012,Female
572,2012B0008926,Birth,03/01/2012,Male
573,2012B0019973,Birth,03/01/2012,Male
574,2012B0057048,Birth,03/01/2012,Female
575,2012D0004498,Death,03/01/2012,Male
576,2012B0002399,Birth,03/01/2012,Female
577,2012B0002380,Birth,03/01/2012,Male
578,2012B0002360,Birth,03/01/2012,Male
579,2012B0002382,Birth,03/01/2012,Male
580,2012B0002418,Birth,03/01/2012,Female
581,2012B0002428,Birth,03/01/2012,Female
582,2012B0002446,Birth,03/01/2012,Male
583,2012B0002448,Birth,03/01/2012,Male
584,2012B0002472,Birth,03/01/2012,Female
585,2012B0002452,Birth,03/01/2012,Male
586,2012B0002455,Birth,03/01/2012,Male
587,2012B0002726,Birth,03/01/2012,Male
588,2012B0002729,Birth,03/01/2012,Male
589,2012B0002670,Birth,03/01/2012,Female
590,2012B0002716,Birth,03/01/2012,Male
591,2012B0002635,Birth,03/01/2012,Male
592,2012B0002588,Birth,03/01/2012,Male
593,2012B0002592,Birth,03/01/2012,Male
594,2012B0002741,Birth,03/01/2012,Female
595,2012B0002744,Birth,03/01/2012,Male
596,2012B0002772,Birth,03/01/2012,Female
597,2012B0002786,Birth,03/01/2012,Male
598,2012B0002818,Birth,03/01/2012,Female
599,2012B0003002,Birth,03/01/2012,Male
600,2012B0003131,Birth,03/01/2012,Female
601,2012B0011641,Birth,03/01/2012,Female
602,2012D0000990,Death,03/01/2012,Male
603,2012D0000995,Death,03/01/2012,Female
604,2012D0001000,Death,03/01/2012,Male
605,2012D0001003,Death,03/01/2012,Female
606,2012D0001006,Death,03/01/2012,Male
607,2017B0050422,Birth,03/01/2012,Female
608,2012B0042133,Birth,03/01/2012,Female
609,2012D0001908,Death,03/01/2012,Female
610,2012D0001077,Death,03/01/2012,Male
611,2012D0001232,Death,03/01/2012,Female
612,2012D0001237,Death,03/01/2012,Male
613,2012D0026653,Death,03/01/2012,Male
614,2012D0026570,Death,03/01/2012,Female
