Sr. No.,Registration No,Type,Date Of Event,Gender
13079,2013D0004077,Death,25/02/2013,Female
13080,2013D0004078,Death,25/02/2013,Male
13081,2013D0004079,Death,25/02/2013,Female
13082,2013D0004080,Death,25/02/2013,Female
13083,2013D0004081,Death,25/02/2013,Male
13084,2013D0004082,Death,25/02/2013,Male
13085,2013D0004083,Death,25/02/2013,Male
13086,2013D0004084,Death,25/02/2013,Female
13087,2013D0004025,Death,25/02/2013,Male
13088,2013D0004134,Death,26/02/2013,Male
13089,2013D0004135,Death,26/02/2013,Male
13090,2013D0004136,Death,26/02/2013,Male
13091,2013D0004138,Death,26/02/2013,Male
13092,2013D0004139,Death,26/02/2013,Male
13093,2013D0004140,Death,26/02/2013,Female
13094,2013D0004141,Death,26/02/2013,Female
13095,2013D0004142,Death,26/02/2013,Female
13096,2013D0004143,Death,26/02/2013,Male
13097,2013D0004145,Death,26/02/2013,Female
13098,2013D0004146,Death,26/02/2013,Male
13099,2013D0004147,Death,26/02/2013,Male
13100,2013D0004111,Death,26/02/2013,Male
13101,2013D0004106,Death,26/02/2013,Female
13102,2013D0004107,Death,26/02/2013,Female
13103,2013D0004102,Death,26/02/2013,Male
13104,2013D0004056,Death,26/02/2013,Male
13105,2013D0007334,Death,26/02/2013,Male
13106,2013B0011250,Birth,26/02/2013,Male
13107,2013B0011252,Birth,26/02/2013,Male
13108,2013B0011244,Birth,26/02/2013,Male
13109,2013B0011241,Birth,26/02/2013,Male
13110,2013B0011255,Birth,26/02/2013,Male
13111,2013B0011174,Birth,26/02/2013,Male
13112,2013B0011388,Birth,26/02/2013,Female
13113,2013B0015559,Birth,26/02/2013,Male
13114,2013B0010326,Birth,26/02/2013,Female
13115,2013B0010378,Birth,26/02/2013,Male
13116,2013B0010382,Birth,26/02/2013,Female
13117,2013B0010369,Birth,26/02/2013,Female
13118,2013B0010285,Birth,26/02/2013,Female
13119,2013B0010286,Birth,26/02/2013,Male
13120,2013B0010287,Birth,26/02/2013,Male
13121,2013B0010288,Birth,26/02/2013,Male
13122,2013B0010289,Birth,26/02/2013,Female
13123,2013B0010272,Birth,26/02/2013,Female
13124,2013B0010274,Birth,26/02/2013,Female
13125,2013B0010477,Birth,26/02/2013,Male
13126,2013B0010482,Birth,26/02/2013,Female
13127,2013B0010405,Birth,26/02/2013,Male
13128,2013B0010409,Birth,26/02/2013,Male
13129,2013B0010151,Birth,26/02/2013,Female
13130,2013B0010161,Birth,26/02/2013,Female
13131,2013B0010200,Birth,26/02/2013,Male
13132,2013B0010204,Birth,26/02/2013,Female
13133,2013B0010205,Birth,26/02/2013,Female
13134,2013B0010206,Birth,26/02/2013,Male
13135,2013B0010208,Birth,26/02/2013,Female
13136,2013B0010215,Birth,26/02/2013,Male
13137,2013B0011093,Birth,26/02/2013,Male
13138,2013B0011096,Birth,26/02/2013,Male
13139,2013B0011100,Birth,26/02/2013,Male
13140,2013B0011000,Birth,26/02/2013,Male
13141,2013B0011047,Birth,26/02/2013,Female
13142,2013B0010937,Birth,26/02/2013,Female
13143,2013B0010939,Birth,26/02/2013,Female
13144,2013B0010923,Birth,26/02/2013,Male
13145,2013B0010921,Birth,26/02/2013,Female
13146,2013B0010919,Birth,26/02/2013,Female
13147,2013B0010960,Birth,26/02/2013,Male
13148,2013B0010769,Birth,26/02/2013,Male
13149,2013B0010772,Birth,26/02/2013,Male
13150,2013B0010781,Birth,26/02/2013,Female
13151,2013B0010636,Birth,26/02/2013,Female
13152,2013B0010543,Birth,26/02/2013,Female
13153,2013B0010535,Birth,26/02/2013,Female
13154,2013D0026966,Death,26/02/2013,Male
13155,2013D0005277,Death,26/02/2013,Male
13156,2013D0005278,Death,26/02/2013,Female
13157,2013D0005222,Death,26/02/2013,Female
13158,2013D0005335,Death,26/02/2013,Male
13159,2013D0005572,Death,26/02/2013,Female
13160,2013B0012527,Birth,26/02/2013,Female
13161,2013B0012528,Birth,26/02/2013,Male
13162,2013B0011768,Birth,26/02/2013,Male
13163,2013B0011696,Birth,26/02/2013,Male
13164,2013B0011681,Birth,26/02/2013,Male
13165,2013B0011674,Birth,26/02/2013,Male
13166,2013B0011694,Birth,26/02/2013,Female
13167,2013B0011514,Birth,26/02/2013,Male
13168,2013B0011440,Birth,26/02/2013,Male
13169,2013B0011501,Birth,26/02/2013,Female
13170,2013B0011495,Birth,26/02/2013,Male
13171,2013B0011471,Birth,26/02/2013,Female
13172,2013B0026640,Birth,26/02/2013,Female
13173,2013B0009164,Birth,26/02/2013,Male
13174,2013B0009155,Birth,26/02/2013,Female
13175,2013B0009177,Birth,26/02/2013,Female
13176,2013B0009072,Birth,26/02/2013,Female
13177,2013B0009083,Birth,26/02/2013,Male
13178,2013B0009087,Birth,26/02/2013,Male
13179,2013B0009081,Birth,26/02/2013,Female
13180,2013B0009078,Birth,26/02/2013,Female
13181,2013B0009074,Birth,26/02/2013,Male
13182,2013B0009075,Birth,26/02/2013,Female
13183,2013B0009070,Birth,26/02/2013,Male
13184,2013B0009091,Birth,26/02/2013,Female
13185,2013B0009095,Birth,26/02/2013,Female
13186,2013B0009098,Birth,26/02/2013,Male
13187,2013B0009099,Birth,26/02/2013,Female
13188,2013B0009100,Birth,26/02/2013,Female
13189,2013B0009101,Birth,26/02/2013,Female
13190,2013B0009102,Birth,26/02/2013,Female
13191,2013B0009103,Birth,26/02/2013,Male
13192,2013B0009115,Birth,26/02/2013,Female
13193,2013B0009269,Birth,26/02/2013,Male
13194,2013B0009271,Birth,26/02/2013,Female
13195,2013B0009273,Birth,26/02/2013,Female
13196,2013B0009248,Birth,26/02/2013,Female
13197,2013B0009275,Birth,26/02/2013,Male
13198,2013B0009283,Birth,26/02/2013,Male
13199,2013B0009279,Birth,26/02/2013,Male
13200,2013B0009322,Birth,26/02/2013,Male
13201,2013B0009309,Birth,26/02/2013,Male
13202,2013B0009346,Birth,26/02/2013,Male
13203,2013B0009347,Birth,26/02/2013,Male
13204,2013B0009348,Birth,26/02/2013,Female
13205,2013B0008842,Birth,26/02/2013,Female
13206,2013B0008843,Birth,26/02/2013,Female
13207,2013B0009003,Birth,26/02/2013,Male
13208,2013B0009004,Birth,26/02/2013,Male
13209,2013B0008997,Birth,26/02/2013,Female
13210,2013B0008998,Birth,26/02/2013,Male
13211,2013B0008999,Birth,26/02/2013,Female
13212,2013B0009000,Birth,26/02/2013,Male
13213,2013B0009001,Birth,26/02/2013,Female
13214,2013B0009015,Birth,26/02/2013,Male
13215,2013B0009066,Birth,26/02/2013,Male
13216,2013B0009062,Birth,26/02/2013,Female
13217,2013B0009063,Birth,26/02/2013,Female
13218,2013B0008994,Birth,26/02/2013,Female
13219,2013B0008945,Birth,26/02/2013,Female
13220,2013B0008927,Birth,26/02/2013,Female
13221,2013B0008931,Birth,26/02/2013,Female
13222,2013B0009632,Birth,26/02/2013,Female
13223,2013B0009629,Birth,26/02/2013,Male
13224,2013B0009651,Birth,26/02/2013,Male
13225,2013B0009652,Birth,26/02/2013,Male
13226,2013B0009606,Birth,26/02/2013,Male
13227,2013B0009595,Birth,26/02/2013,Female
13228,2013B0009604,Birth,26/02/2013,Female
13229,2013B0009538,Birth,26/02/2013,Male
13230,2013B0009545,Birth,26/02/2013,Female
13231,2013B0009583,Birth,26/02/2013,Male
13232,2013B0009433,Birth,26/02/2013,Male
13233,2013B0009508,Birth,26/02/2013,Female
13234,2013B0009511,Birth,26/02/2013,Male
13235,2013B0009481,Birth,26/02/2013,Female
13236,2013B0009477,Birth,26/02/2013,Male
13237,2013B0009452,Birth,26/02/2013,Male
13238,2013B0009459,Birth,26/02/2013,Female
13239,2013B0009838,Birth,26/02/2013,Female
13240,2013B0009848,Birth,26/02/2013,Female
13241,2013B0009846,Birth,26/02/2013,Female
13242,2013B0009862,Birth,26/02/2013,Female
13243,2013B0009816,Birth,26/02/2013,Female
13244,2013B0009818,Birth,26/02/2013,Female
13245,2013B0009819,Birth,26/02/2013,Female
13246,2013B0009782,Birth,26/02/2013,Female
13247,2013B0009699,Birth,26/02/2013,Male
13248,2013B0009714,Birth,26/02/2013,Male
13249,2013B0010132,Birth,26/02/2013,Male
13250,2013B0010004,Birth,26/02/2013,Male
13251,2013B0010005,Birth,26/02/2013,Male
13252,2013B0010006,Birth,26/02/2013,Male
13253,2013B0010008,Birth,26/02/2013,Female
13254,2013B0010010,Birth,26/02/2013,Female
13255,2013B0010013,Birth,26/02/2013,Male
13256,2013B0010023,Birth,26/02/2013,Male
13257,2013B0010128,Birth,26/02/2013,Female
13258,2013B0010130,Birth,26/02/2013,Female
13259,2013B0010134,Birth,26/02/2013,Male
13260,2013B0010135,Birth,26/02/2013,Female
13261,2013B0010136,Birth,26/02/2013,Male
13262,2013B0010060,Birth,26/02/2013,Male
13263,2013B0010065,Birth,26/02/2013,Female
13264,2013B0010067,Birth,26/02/2013,Male
13265,2013B0010069,Birth,26/02/2013,Female
13266,2013B0019390,Birth,26/02/2013,Male
13267,2013D0004272,Death,26/02/2013,Female
13268,2013D0004330,Death,26/02/2013,Male
13269,2013D0004220,Death,26/02/2013,Male
13270,2013D0004198,Death,26/02/2013,Male
13271,2013D0004188,Death,26/02/2013,Female
13272,2013D0004455,Death,26/02/2013,Female
13273,2013D0004463,Death,26/02/2013,Female
13274,2013D0004464,Death,26/02/2013,Male
13275,2013D0004424,Death,26/02/2013,Male
13276,2013D0004425,Death,26/02/2013,Male
13277,2013D0004458,Death,26/02/2013,Male
13278,2013D0004154,Death,26/02/2013,Female
13279,2013D0004151,Death,26/02/2013,Male
13280,2013D0004152,Death,26/02/2013,Male
13281,2013D0004149,Death,26/02/2013,Female
13282,2013D0004157,Death,26/02/2013,Male
13283,2013D0004158,Death,26/02/2013,Female
13284,2013D0004160,Death,26/02/2013,Male
13285,2013D0004161,Death,26/02/2013,Female
13286,2013D0004162,Death,26/02/2013,Female
13287,2013D0004163,Death,26/02/2013,Female
13288,2013D0004164,Death,26/02/2013,Female
13289,2013D0004165,Death,26/02/2013,Male
13290,2013D0004166,Death,26/02/2013,Female
13291,2013D0004167,Death,26/02/2013,Male
13292,2013D0004177,Death,26/02/2013,Male
13293,2013D0004178,Death,26/02/2013,Male
13294,2013D0004180,Death,26/02/2013,Male
13295,2013D0004184,Death,26/02/2013,Male
13296,2013D0004185,Death,26/02/2013,Male
13297,2013D0004916,Death,26/02/2013,Female
13298,2013D0004917,Death,26/02/2013,Female
13299,2013D0004918,Death,26/02/2013,Male
13300,2013D0004963,Death,26/02/2013,Male
13301,2013D0004893,Death,26/02/2013,Female
13302,2013D0008055,Death,26/02/2013,Male
13303,2013D0004540,Death,26/02/2013,Female
13304,2013D0004504,Death,26/02/2013,Male
13305,2013D0004505,Death,26/02/2013,Female
13306,2013D0004506,Death,26/02/2013,Female
13307,2013D0004472,Death,26/02/2013,Female
13308,2013D0004619,Death,26/02/2013,Male
13309,2013D0004620,Death,26/02/2013,Male
13310,2013D0004807,Death,26/02/2013,Male
13311,2013D0004794,Death,26/02/2013,Male
13312,2013D0004700,Death,26/02/2013,Female
13313,2013D0004701,Death,26/02/2013,Male
13314,2013D0004672,Death,26/02/2013,Female
13315,2013D0004669,Death,26/02/2013,Male
13316,2013B0057810,Birth,26/02/2013,Female
13317,2013D0023391,Death,26/02/2013,Male
13318,2013B0007838,Birth,26/02/2013,Female
13319,2013B0007839,Birth,26/02/2013,Male
13320,2013B0007913,Birth,26/02/2013,Female
13321,2013B0007916,Birth,26/02/2013,Female
13322,2013B0007965,Birth,26/02/2013,Male
13323,2013B0007963,Birth,26/02/2013,Male
13324,2013B0007958,Birth,26/02/2013,Male
13325,2013B0007959,Birth,26/02/2013,Female
13326,2013B0008141,Birth,26/02/2013,Male
13327,2013B0008641,Birth,26/02/2013,Male
13328,2013B0008643,Birth,26/02/2013,Male
13329,2013B0008645,Birth,26/02/2013,Female
13330,2013B0008675,Birth,26/02/2013,Female
13331,2013B0008691,Birth,26/02/2013,Male
13332,2013B0008701,Birth,26/02/2013,Male
13333,2013B0008699,Birth,26/02/2013,Male
13334,2013B0008738,Birth,26/02/2013,Male
13335,2013B0008749,Birth,26/02/2013,Male
13336,2013B0008245,Birth,26/02/2013,Male
13337,2013B0008395,Birth,26/02/2013,Male
13338,2013B0008373,Birth,26/02/2013,Male
13339,2013B0008371,Birth,26/02/2013,Male
13340,2013B0008368,Birth,26/02/2013,Male
13341,2013B0013517,Birth,26/02/2013,Female
13342,2013B0013510,Birth,26/02/2013,Male
13343,2013B0008841,Birth,26/02/2013,Male
13344,2013B0008790,Birth,26/02/2013,Female
13345,2013B0008793,Birth,26/02/2013,Male
13346,2013B0008796,Birth,26/02/2013,Male
13347,2013B0008808,Birth,26/02/2013,Male
13348,2013B0008816,Birth,26/02/2013,Male
13349,2013B0008814,Birth,26/02/2013,Male
13350,2013B0008811,Birth,26/02/2013,Male
13351,2013B0008812,Birth,26/02/2013,Female
13352,2013D0013979,Death,26/02/2013,Male
13353,2013B0058367,Birth,26/02/2013,Male
13354,2013B0058369,Birth,27/02/2013,Female
13355,2013B0049636,Birth,27/02/2013,Female
13356,2013D0006879,Death,27/02/2013,Male
13357,2013B0008813,Birth,27/02/2013,Female
13358,2013B0008815,Birth,27/02/2013,Male
13359,2013B0008820,Birth,27/02/2013,Female
13360,2013B0008821,Birth,27/02/2013,Female
13361,2013B0008818,Birth,27/02/2013,Male
13362,2013B0018036,Birth,27/02/2013,Female
13363,2013B0018390,Birth,27/02/2013,Male
13364,2013B0008377,Birth,27/02/2013,Female
13365,2013B0008375,Birth,27/02/2013,Male
13366,2013B0008385,Birth,27/02/2013,Male
13367,2013B0008382,Birth,27/02/2013,Female
13368,2013B0008380,Birth,27/02/2013,Male
13369,2013B0008391,Birth,27/02/2013,Male
13370,2013B0008399,Birth,27/02/2013,Female
13371,2013B0008256,Birth,27/02/2013,Female
13372,2013B0008154,Birth,27/02/2013,Female
13373,2013B0008197,Birth,27/02/2013,Female
13374,2013B0008750,Birth,27/02/2013,Female
13375,2013B0008695,Birth,27/02/2013,Male
13376,2013B0008686,Birth,27/02/2013,Male
13377,2013B0008683,Birth,27/02/2013,Male
13378,2013B0008648,Birth,27/02/2013,Male
13379,2013B0008541,Birth,27/02/2013,Female
13380,2013B0008498,Birth,27/02/2013,Female
13381,2013B0008505,Birth,27/02/2013,Male
13382,2013B0007846,Birth,27/02/2013,Female
13383,2013B0007566,Birth,27/02/2013,Male
13384,2013D0004702,Death,27/02/2013,Female
13385,2013D0004686,Death,27/02/2013,Male
13386,2013D0004723,Death,27/02/2013,Male
13387,2013D0004707,Death,27/02/2013,Male
13388,2013D0004822,Death,27/02/2013,Female
13389,2013D0004507,Death,27/02/2013,Female
13390,2013D0004508,Death,27/02/2013,Female
13391,2013D0004524,Death,27/02/2013,Male
13392,2013D0004471,Death,27/02/2013,Male
13393,2013D0004531,Death,27/02/2013,Male
13394,2013D0005108,Death,27/02/2013,Male
13395,2013D0005075,Death,27/02/2013,Female
13396,2013D0005076,Death,27/02/2013,Female
13397,2013D0004919,Death,27/02/2013,Female
13398,2013D0008195,Death,27/02/2013,Male
13399,2013D0008054,Death,27/02/2013,Male
13400,2013D0004186,Death,27/02/2013,Male
13401,2013D0004187,Death,27/02/2013,Male
13402,2013D0004181,Death,27/02/2013,Male
13403,2013D0004182,Death,27/02/2013,Female
13404,2013D0004183,Death,27/02/2013,Male
13405,2013D0004459,Death,27/02/2013,Female
13406,2013D0004460,Death,27/02/2013,Male
13407,2013D0004461,Death,27/02/2013,Female
13408,2013D0004462,Death,27/02/2013,Female
13409,2013D0004466,Death,27/02/2013,Male
13410,2013D0004467,Death,27/02/2013,Female
13411,2013D0004398,Death,27/02/2013,Female
13412,2013D0004189,Death,27/02/2013,Male
13413,2013D0004190,Death,27/02/2013,Male
13414,2013D0004191,Death,27/02/2013,Male
13415,2013D0004192,Death,27/02/2013,Male
13416,2013D0004193,Death,27/02/2013,Male
13417,2013D0004194,Death,27/02/2013,Female
13418,2013D0004195,Death,27/02/2013,Male
13419,2013D0004196,Death,27/02/2013,Male
13420,2013D0004197,Death,27/02/2013,Female
13421,2013D0004221,Death,27/02/2013,Male
13422,2013D0004222,Death,27/02/2013,Male
13423,2013D0004223,Death,27/02/2013,Male
13424,2013D0004224,Death,27/02/2013,Female
13425,2013D0004245,Death,27/02/2013,Male
13426,2013D0004246,Death,27/02/2013,Female
13427,2013D0004247,Death,27/02/2013,Female
13428,2013D0004248,Death,27/02/2013,Female
13429,2013D0004226,Death,27/02/2013,Male
13430,2013D0004227,Death,27/02/2013,Male
13431,2013D0004240,Death,27/02/2013,Male
13432,2013D0004241,Death,27/02/2013,Male
13433,2013D0004301,Death,27/02/2013,Male
13434,2013D0004267,Death,27/02/2013,Male
13435,2013B0019198,Birth,27/02/2013,Female
13436,2013B0010092,Birth,27/02/2013,Female
13437,2013B0010094,Birth,27/02/2013,Female
13438,2013B0010110,Birth,27/02/2013,Female
13439,2013B0010111,Birth,27/02/2013,Male
13440,2013B0010106,Birth,27/02/2013,Female
13441,2013B0010025,Birth,27/02/2013,Male
13442,2013B0010138,Birth,27/02/2013,Male
13443,2013B0010140,Birth,27/02/2013,Male
13444,2013B0010142,Birth,27/02/2013,Male
13445,2013B0010144,Birth,27/02/2013,Female
13446,2013B0014410,Birth,27/02/2013,Female
13447,2013B0009723,Birth,27/02/2013,Female
13448,2013B0009712,Birth,27/02/2013,Male
13449,2013B0009708,Birth,27/02/2013,Female
13450,2013B0009703,Birth,27/02/2013,Female
13451,2013B0009822,Birth,27/02/2013,Male
13452,2013B0009823,Birth,27/02/2013,Male
13453,2013B0009825,Birth,27/02/2013,Female
13454,2013B0009856,Birth,27/02/2013,Male
13455,2013B0009864,Birth,27/02/2013,Female
13456,2013B0009849,Birth,27/02/2013,Female
13457,2013B0009842,Birth,27/02/2013,Male
13458,2013B0009460,Birth,27/02/2013,Male
13459,2013B0009453,Birth,27/02/2013,Female
13460,2013B0009475,Birth,27/02/2013,Male
13461,2013B0009512,Birth,27/02/2013,Female
13462,2013B0009522,Birth,27/02/2013,Female
13463,2013B0009510,Birth,27/02/2013,Female
13464,2013B0009491,Birth,27/02/2013,Male
13465,2013B0009432,Birth,27/02/2013,Female
13466,2013B0009424,Birth,27/02/2013,Male
13467,2013B0009546,Birth,27/02/2013,Male
13468,2013B0009598,Birth,27/02/2013,Female
13469,2013B0009653,Birth,27/02/2013,Female
13470,2013B0009643,Birth,27/02/2013,Female
13471,2013B0008934,Birth,27/02/2013,Male
13472,2013B0008930,Birth,27/02/2013,Female
13473,2013B0008947,Birth,27/02/2013,Male
13474,2013B0009065,Birth,27/02/2013,Male
13475,2013B0009016,Birth,27/02/2013,Female
13476,2013B0009017,Birth,27/02/2013,Female
13477,2013B0009013,Birth,27/02/2013,Male
13478,2013B0009010,Birth,27/02/2013,Female
13479,2013B0009006,Birth,27/02/2013,Female
13480,2013B0009007,Birth,27/02/2013,Female
13481,2013B0008898,Birth,27/02/2013,Female
13482,2013B0008895,Birth,27/02/2013,Male
13483,2013B0008902,Birth,27/02/2013,Female
13484,2013B0008900,Birth,27/02/2013,Male
13485,2013B0008893,Birth,27/02/2013,Male
13486,2013B0008905,Birth,27/02/2013,Male
13487,2013B0009350,Birth,27/02/2013,Male
13488,2013B0009351,Birth,27/02/2013,Male
13489,2013B0009352,Birth,27/02/2013,Male
13490,2013B0009343,Birth,27/02/2013,Male
13491,2013B0009334,Birth,27/02/2013,Female
13492,2013B0009323,Birth,27/02/2013,Male
13493,2013B0009324,Birth,27/02/2013,Male
13494,2013B0009325,Birth,27/02/2013,Male
13495,2013B0009326,Birth,27/02/2013,Male
13496,2013B0009286,Birth,27/02/2013,Female
13497,2013B0009118,Birth,27/02/2013,Female
13498,2013B0009122,Birth,27/02/2013,Female
13499,2013B0009114,Birth,27/02/2013,Male
13500,2013B0009108,Birth,27/02/2013,Female
13501,2013B0009110,Birth,27/02/2013,Male
13502,2013B0009111,Birth,27/02/2013,Male
13503,2013B0009112,Birth,27/02/2013,Male
13504,2013B0009140,Birth,27/02/2013,Female
13505,2013B0009137,Birth,27/02/2013,Female
13506,2013B0009146,Birth,27/02/2013,Male
13507,2013B0009147,Birth,27/02/2013,Male
13508,2013B0009134,Birth,27/02/2013,Female
13509,2013B0009125,Birth,27/02/2013,Male
13510,2013B0009105,Birth,27/02/2013,Female
13511,2013B0009106,Birth,27/02/2013,Female
13512,2013B0009179,Birth,27/02/2013,Male
13513,2013B0009181,Birth,27/02/2013,Male
13514,2013B0009172,Birth,27/02/2013,Male
13515,2013B0009173,Birth,27/02/2013,Female
13516,2013B0009168,Birth,27/02/2013,Female
13517,2013B0009169,Birth,27/02/2013,Male
13518,2013B0009170,Birth,27/02/2013,Female
13519,2013B0009156,Birth,27/02/2013,Male
13520,2013B0009158,Birth,27/02/2013,Male
13521,2013B0009142,Birth,27/02/2013,Male
13522,2013B0009143,Birth,27/02/2013,Male
13523,2013B0009129,Birth,27/02/2013,Female
13524,2013B0009204,Birth,27/02/2013,Female
13525,2013B0009193,Birth,27/02/2013,Male
13526,2013B0026645,Birth,27/02/2013,Female
13527,2013B0031377,Birth,27/02/2013,Female
13528,2013B0011450,Birth,27/02/2013,Male
13529,2013B0011443,Birth,27/02/2013,Female
13530,2013B0011447,Birth,27/02/2013,Male
13531,2013B0011455,Birth,27/02/2013,Male
13532,2013B0011452,Birth,27/02/2013,Male
13533,2013B0011426,Birth,27/02/2013,Male
13534,2013B0011428,Birth,27/02/2013,Female
13535,2013B0011517,Birth,27/02/2013,Male
13536,2013B0011520,Birth,27/02/2013,Male
13537,2013B0011522,Birth,27/02/2013,Female
13538,2013B0011529,Birth,27/02/2013,Female
13539,2013B0011526,Birth,27/02/2013,Male
13540,2013B0011536,Birth,27/02/2013,Male
13541,2013B0011542,Birth,27/02/2013,Female
13542,2013B0011545,Birth,27/02/2013,Female
13543,2013B0011889,Birth,27/02/2013,Female
13544,2013B0012360,Birth,27/02/2013,Female
13545,2013D0005558,Death,27/02/2013,Female
13546,2013D0005559,Death,27/02/2013,Female
13547,2013D0005525,Death,27/02/2013,Female
13548,2013D0005574,Death,27/02/2013,Male
13549,2013D0005441,Death,27/02/2013,Female
13550,2013D0005434,Death,27/02/2013,Male
13551,2013D0005275,Death,27/02/2013,Male
13552,2013D0005276,Death,27/02/2013,Male
13553,2013D0005272,Death,27/02/2013,Female
13554,2013D0005273,Death,27/02/2013,Female
13555,2013D0005128,Death,27/02/2013,Male
13556,2013D0027299,Death,27/02/2013,Male
13557,2013D0027194,Death,27/02/2013,Female
13558,2013B0010589,Birth,27/02/2013,Male
13559,2013B0010611,Birth,27/02/2013,Female
13560,2013B0010634,Birth,27/02/2013,Female
13561,2013B0010746,Birth,27/02/2013,Male
13562,2013B0010732,Birth,27/02/2013,Female
13563,2013B0010980,Birth,27/02/2013,Female
13564,2013B0010929,Birth,27/02/2013,Female
13565,2013B0010930,Birth,27/02/2013,Female
13566,2013B0010940,Birth,27/02/2013,Male
13567,2013B0010941,Birth,27/02/2013,Male
13568,2013B0010926,Birth,27/02/2013,Male
13569,2013B0011102,Birth,27/02/2013,Female
13570,2013B0011105,Birth,27/02/2013,Male
13571,2013B0011081,Birth,27/02/2013,Male
13572,2013B0011108,Birth,27/02/2013,Male
13573,2013B0010225,Birth,27/02/2013,Male
13574,2013B0010226,Birth,27/02/2013,Male
13575,2013B0010189,Birth,27/02/2013,Male
13576,2013B0010384,Birth,27/02/2013,Female
13577,2013B0010388,Birth,27/02/2013,Female
13578,2013B0010420,Birth,27/02/2013,Female
13579,2013B0010432,Birth,27/02/2013,Male
13580,2013B0010422,Birth,27/02/2013,Male
13581,2013B0010426,Birth,27/02/2013,Female
13582,2013B0010478,Birth,27/02/2013,Male
13583,2013B0010508,Birth,27/02/2013,Female
13584,2013B0010256,Birth,27/02/2013,Male
13585,2013B0010277,Birth,27/02/2013,Male
13586,2013B0010351,Birth,27/02/2013,Male
13587,2013B0010372,Birth,27/02/2013,Male
13588,2013B0010380,Birth,27/02/2013,Male
13589,2013B0010377,Birth,27/02/2013,Female
13590,2013B0010348,Birth,27/02/2013,Male
13591,2013B0010330,Birth,27/02/2013,Male
13592,2013B0010331,Birth,27/02/2013,Female
13593,2013B0010321,Birth,27/02/2013,Female
13594,2013B0010317,Birth,27/02/2013,Female
13595,2013B0010346,Birth,27/02/2013,Male
13596,2013B0010325,Birth,27/02/2013,Female
13597,2013B0010341,Birth,27/02/2013,Male
13598,2013B0010333,Birth,27/02/2013,Male
13599,2013B0010337,Birth,27/02/2013,Female
13600,2013B0011285,Birth,27/02/2013,Male
13601,2013B0011183,Birth,27/02/2013,Male
13602,2013B0011260,Birth,27/02/2013,Female
13603,2013B0011264,Birth,27/02/2013,Male
13604,2013B0011269,Birth,27/02/2013,Male
13605,2013B0011262,Birth,27/02/2013,Male
13606,2013B0011282,Birth,27/02/2013,Female
13607,2013B0011292,Birth,27/02/2013,Male
13608,2013D0004109,Death,27/02/2013,Female
13609,2013D0004110,Death,27/02/2013,Male
13610,2013D0007524,Death,27/02/2013,Male
13611,2013B0050699,Birth,27/02/2013,Female
13612,2013B0011182,Birth,28/02/2013,Male
13613,2013B0011177,Birth,28/02/2013,Male
13614,2013B0011167,Birth,28/02/2013,Female
13615,2013B0011169,Birth,28/02/2013,Female
13616,2013B0011149,Birth,28/02/2013,Male
13617,2013B0011147,Birth,28/02/2013,Female
13618,2013B0010335,Birth,28/02/2013,Male
13619,2013B0010356,Birth,28/02/2013,Female
13620,2013B0010379,Birth,28/02/2013,Male
13621,2013B0010383,Birth,28/02/2013,Female
13622,2013B0010375,Birth,28/02/2013,Female
13623,2013B0010371,Birth,28/02/2013,Female
13624,2013B0010247,Birth,28/02/2013,Male
13625,2013B0010510,Birth,28/02/2013,Female
13626,2013B0010507,Birth,28/02/2013,Female
13627,2013B0010486,Birth,28/02/2013,Female
13628,2013B0010435,Birth,28/02/2013,Male
13629,2013B0010437,Birth,28/02/2013,Male
13630,2013B0010440,Birth,28/02/2013,Male
13631,2013B0010442,Birth,28/02/2013,Male
13632,2013B0010392,Birth,28/02/2013,Female
13633,2013B0010190,Birth,28/02/2013,Female
13634,2013B0010187,Birth,28/02/2013,Male
13635,2013B0010222,Birth,28/02/2013,Male
13636,2013B0011142,Birth,28/02/2013,Female
13637,2013B0011143,Birth,28/02/2013,Male
13638,2013B0011144,Birth,28/02/2013,Male
13639,2013B0011145,Birth,28/02/2013,Female
13640,2013B0011103,Birth,28/02/2013,Female
13641,2013B0010932,Birth,28/02/2013,Male
13642,2013B0010933,Birth,28/02/2013,Male
13643,2013B0010982,Birth,28/02/2013,Female
13644,2013B0010971,Birth,28/02/2013,Male
13645,2013B0010972,Birth,28/02/2013,Female
13646,2013B0010735,Birth,28/02/2013,Male
13647,2013B0010757,Birth,28/02/2013,Male
13648,2013B0010764,Birth,28/02/2013,Female
13649,2013B0010777,Birth,28/02/2013,Male
13650,2013B0010775,Birth,28/02/2013,Male
13651,2013B0010792,Birth,28/02/2013,Female
13652,2013B0010789,Birth,28/02/2013,Male
13653,2013B0010808,Birth,28/02/2013,Female
13654,2013B0010641,Birth,28/02/2013,Male
13655,2013B0010613,Birth,28/02/2013,Male
13656,2013B0010590,Birth,28/02/2013,Female
13657,2013D0027378,Death,28/02/2013,Female
13658,2013D0005270,Death,28/02/2013,Male
13659,2013D0005271,Death,28/02/2013,Female
13660,2013D0005267,Death,28/02/2013,Male
13661,2013D0005268,Death,28/02/2013,Female
13662,2013D0005575,Death,28/02/2013,Male
13663,2013D0005560,Death,28/02/2013,Female
13664,2013D0005561,Death,28/02/2013,Female
13665,2017B0022889,Birth,28/02/2013,Male
13666,2013B0012430,Birth,28/02/2013,Male
