Sr. No.,Registration No,Type,Date Of Event,Gender
119,2014D0000589,Death,01/01/2014,Male
120,2014D0000676,Death,01/01/2014,Male
121,2014D0000703,Death,01/01/2014,Male
122,2014D0000704,Death,01/01/2014,Male
123,2014D0000706,Death,01/01/2014,Female
124,2014D0000707,Death,01/01/2014,Male
125,2014D0000709,Death,01/01/2014,Female
126,2014D0000710,Death,01/01/2014,Male
127,2014D0000698,Death,01/01/2014,Female
128,2014D0000723,Death,01/01/2014,Female
129,2014D0000724,Death,01/01/2014,Male
130,2014D0000728,Death,01/01/2014,Female
131,2014D0000736,Death,01/01/2014,Male
132,2014D0000758,Death,01/01/2014,Female
133,2014D0000763,Death,01/01/2014,Female
134,2014D0000767,Death,01/01/2014,Female
135,2014D0000847,Death,01/01/2014,Female
136,2014D0000849,Death,01/01/2014,Female
137,2014D0000862,Death,01/01/2014,Male
138,2014D0000927,Death,01/01/2014,Male
139,2014D0001299,Death,01/01/2014,Female
140,2014D0001438,Death,01/01/2014,Female
141,2014B0001822,Birth,01/01/2014,Male
142,2014B0001823,Birth,01/01/2014,Male
143,2014B0001824,Birth,01/01/2014,Male
144,2014B0001825,Birth,01/01/2014,Female
145,2014B0001826,Birth,01/01/2014,Female
146,2014B0001827,Birth,01/01/2014,Male
147,2014B0001828,Birth,01/01/2014,Male
148,2014B0001829,Birth,01/01/2014,Female
149,2014B0001830,Birth,01/01/2014,Male
150,2014B0001831,Birth,01/01/2014,Male
151,2014B0001987,Birth,01/01/2014,Female
152,2014B0001988,Birth,01/01/2014,Male
153,2014B0001989,Birth,01/01/2014,Female
154,2014B0001990,Birth,01/01/2014,Male
155,2014B0001992,Birth,01/01/2014,Female
156,2014B0002019,Birth,01/01/2014,Female
157,2014B0002100,Birth,01/01/2014,Male
158,2014B0002399,Birth,01/01/2014,Male
159,2014B0002448,Birth,01/01/2014,Female
160,2014B0002505,Birth,01/01/2014,Female
161,2014B0002557,Birth,01/01/2014,Female
162,2014B0002558,Birth,01/01/2014,Female
163,2014B0002560,Birth,01/01/2014,Female
164,2014B0002561,Birth,01/01/2014,Female
165,2014B0002584,Birth,01/01/2014,Female
166,2014B0002614,Birth,01/01/2014,Female
167,2014B0002654,Birth,01/01/2014,Male
168,2014B0002656,Birth,01/01/2014,Male
169,2014B0002726,Birth,01/01/2014,Male
170,2014B0002753,Birth,01/01/2014,Female
171,2014B0002755,Birth,01/01/2014,Male
172,2014B0002756,Birth,01/01/2014,Male
173,2014B0002757,Birth,01/01/2014,Female
174,2014B0002759,Birth,01/01/2014,Female
175,2014B0002761,Birth,01/01/2014,Male
176,2014B0002762,Birth,01/01/2014,Male
177,2014B0002763,Birth,01/01/2014,Female
178,2014B0002858,Birth,01/01/2014,Male
179,2014B0002869,Birth,01/01/2014,Female
180,2014B0006965,Birth,01/01/2014,Female
181,2014B0015279,Birth,01/01/2014,Male
182,2014D0002195,Death,01/01/2014,Male
183,2014D0002209,Death,01/01/2014,Male
184,2014D0027983,Death,01/01/2014,Male
185,2014D0028163,Death,01/01/2014,Male
186,2014B0000142,Birth,01/01/2014,Male
187,2014B0000201,Birth,01/01/2014,Male
188,2014B0000040,Birth,01/01/2014,Male
189,2014B0000041,Birth,01/01/2014,Female
190,2014B0000042,Birth,01/01/2014,Male
191,2014B0000002,Birth,01/01/2014,Female
192,2014B0000023,Birth,01/01/2014,Male
193,2014B0000223,Birth,01/01/2014,Female
194,2014B0000233,Birth,01/01/2014,Female
195,2014B0000236,Birth,01/01/2014,Male
196,2014B0000255,Birth,01/01/2014,Male
197,2014B0000257,Birth,01/01/2014,Male
198,2014B0000258,Birth,01/01/2014,Female
199,2014B0000260,Birth,01/01/2014,Male
200,2014B0000262,Birth,01/01/2014,Male
201,2014B0000263,Birth,01/01/2014,Female
202,2014B0000253,Birth,01/01/2014,Male
203,2014B0000282,Birth,01/01/2014,Female
204,2014B0000285,Birth,01/01/2014,Female
205,2014B0000287,Birth,01/01/2014,Female
206,2014B0000288,Birth,01/01/2014,Female
207,2014B0000289,Birth,01/01/2014,Male
208,2014B0000340,Birth,01/01/2014,Male
209,2014B0000344,Birth,01/01/2014,Male
210,2014B0000345,Birth,01/01/2014,Male
211,2014B0000347,Birth,01/01/2014,Female
212,2014B0000349,Birth,01/01/2014,Male
213,2014B0000350,Birth,01/01/2014,Male
214,2014B0000424,Birth,01/01/2014,Male
215,2014B0000476,Birth,01/01/2014,Female
216,2014B0000480,Birth,01/01/2014,Female
217,2014B0000482,Birth,01/01/2014,Female
218,2014B0000496,Birth,01/01/2014,Female
219,2014B0000498,Birth,01/01/2014,Male
220,2014B0000499,Birth,01/01/2014,Female
221,2014B0000484,Birth,01/01/2014,Male
222,2014B0000502,Birth,01/01/2014,Male
223,2014B0000505,Birth,01/01/2014,Female
224,2014B0000506,Birth,01/01/2014,Female
225,2014B0000507,Birth,01/01/2014,Male
226,2014B0000515,Birth,01/01/2014,Female
227,2014B0000517,Birth,01/01/2014,Female
228,2014B0000518,Birth,01/01/2014,Male
229,2014B0000510,Birth,01/01/2014,Female
230,2014B0000512,Birth,01/01/2014,Male
231,2014B0000513,Birth,01/01/2014,Female
232,2014B0000541,Birth,01/01/2014,Male
233,2014B0000587,Birth,01/01/2014,Female
234,2014B0000593,Birth,01/01/2014,Female
235,2014B0000603,Birth,01/01/2014,Male
236,2014B0000645,Birth,01/01/2014,Female
237,2014B0000646,Birth,01/01/2014,Female
238,2014B0000652,Birth,01/01/2014,Female
239,2014B0000654,Birth,01/01/2014,Female
240,2014B0054445,Birth,01/01/2014,Male
241,2014B0054591,Birth,01/01/2014,Female
242,2014B0054653,Birth,01/01/2014,Female
243,2014D0006989,Death,01/01/2014,Male
244,2014B0054685,Birth,02/01/2014,Male
245,2014B0054808,Birth,02/01/2014,Female
246,2014B0054805,Birth,02/01/2014,Male
247,2014B0054978,Birth,02/01/2014,Female
248,2014B0000647,Birth,02/01/2014,Female
249,2014B0000552,Birth,02/01/2014,Female
250,2014B0000555,Birth,02/01/2014,Male
251,2014B0000656,Birth,02/01/2014,Male
252,2014B0000657,Birth,02/01/2014,Female
253,2014B0000659,Birth,02/01/2014,Female
254,2014B0000660,Birth,02/01/2014,Female
255,2014B0000661,Birth,02/01/2014,Female
256,2014B0000662,Birth,02/01/2014,Female
257,2014B0000664,Birth,02/01/2014,Male
258,2014B0000665,Birth,02/01/2014,Male
259,2014B0000604,Birth,02/01/2014,Female
260,2014B0000605,Birth,02/01/2014,Male
261,2014B0000612,Birth,02/01/2014,Female
262,2014B0000595,Birth,02/01/2014,Male
263,2014B0000597,Birth,02/01/2014,Female
264,2014B0000600,Birth,02/01/2014,Female
265,2014B0000545,Birth,02/01/2014,Female
266,2014B0000026,Birth,02/01/2014,Male
267,2014B0000511,Birth,02/01/2014,Male
268,2014B0000520,Birth,02/01/2014,Female
269,2014B0000526,Birth,02/01/2014,Female
270,2014B0000500,Birth,02/01/2014,Female
271,2014B0000501,Birth,02/01/2014,Female
272,2014B0000483,Birth,02/01/2014,Male
273,2014B0000481,Birth,02/01/2014,Male
274,2014B0000477,Birth,02/01/2014,Male
275,2014B0000453,Birth,02/01/2014,Female
276,2014B0000428,Birth,02/01/2014,Male
277,2014B0000430,Birth,02/01/2014,Female
278,2014B0000434,Birth,02/01/2014,Male
279,2014B0000348,Birth,02/01/2014,Female
280,2014B0000290,Birth,02/01/2014,Male
281,2014B0000291,Birth,02/01/2014,Male
282,2014B0000284,Birth,02/01/2014,Female
283,2014B0000238,Birth,02/01/2014,Male
284,2014B0000240,Birth,02/01/2014,Female
285,2014B0000241,Birth,02/01/2014,Female
286,2014B0000202,Birth,02/01/2014,Male
287,2014B0004070,Birth,02/01/2014,Female
288,2014B0004299,Birth,02/01/2014,Female
289,2014D0027765,Death,02/01/2014,Male
290,2014B0052891,Birth,02/01/2014,Female
291,2014D0001859,Death,02/01/2014,Male
292,2014B0006451,Birth,02/01/2014,Female
293,2014B0002848,Birth,02/01/2014,Male
294,2014B0002884,Birth,02/01/2014,Male
295,2014B0002899,Birth,02/01/2014,Male
296,2014B0002837,Birth,02/01/2014,Male
297,2014B0002843,Birth,02/01/2014,Female
298,2014B0002845,Birth,02/01/2014,Male
299,2014B0002764,Birth,02/01/2014,Male
300,2014B0002765,Birth,02/01/2014,Male
301,2014B0002766,Birth,02/01/2014,Male
302,2014B0002760,Birth,02/01/2014,Female
303,2014B0002769,Birth,02/01/2014,Female
304,2014B0002774,Birth,02/01/2014,Female
305,2014B0002776,Birth,02/01/2014,Female
306,2014B0002794,Birth,02/01/2014,Female
307,2014B0002722,Birth,02/01/2014,Male
308,2014B0002657,Birth,02/01/2014,Female
309,2014B0002659,Birth,02/01/2014,Male
310,2014B0002661,Birth,02/01/2014,Female
311,2014B0002663,Birth,02/01/2014,Female
312,2014B0002636,Birth,02/01/2014,Female
313,2014B0002639,Birth,02/01/2014,Male
314,2014B0002528,Birth,02/01/2014,Male
315,2014B0002502,Birth,02/01/2014,Male
316,2014B0002436,Birth,02/01/2014,Female
317,2014B0002222,Birth,02/01/2014,Male
318,2014B0002024,Birth,02/01/2014,Female
319,2014B0002052,Birth,02/01/2014,Male
320,2014B0001993,Birth,02/01/2014,Male
321,2014B0001994,Birth,02/01/2014,Female
322,2014B0001995,Birth,02/01/2014,Female
323,2014B0002008,Birth,02/01/2014,Female
324,2014B0001832,Birth,02/01/2014,Male
325,2014B0001833,Birth,02/01/2014,Female
326,2014B0001834,Birth,02/01/2014,Male
327,2014B0001835,Birth,02/01/2014,Male
328,2014B0001836,Birth,02/01/2014,Male
329,2014B0001837,Birth,02/01/2014,Male
330,2014B0001926,Birth,02/01/2014,Female
331,2014B0019487,Birth,02/01/2014,Male
332,2014D0001441,Death,02/01/2014,Male
333,2014D0001449,Death,02/01/2014,Female
334,2014D0001452,Death,02/01/2014,Male
335,2014D0001295,Death,02/01/2014,Female
336,2014D0001292,Death,02/01/2014,Male
337,2014D0001274,Death,02/01/2014,Female
338,2014D0000958,Death,02/01/2014,Male
339,2014D0000959,Death,02/01/2014,Male
340,2014D0000963,Death,02/01/2014,Female
341,2014D0000919,Death,02/01/2014,Male
342,2014D0000788,Death,02/01/2014,Male
343,2014D0000796,Death,02/01/2014,Female
344,2014D0000743,Death,02/01/2014,Male
345,2014D0000731,Death,02/01/2014,Female
346,2014D0000713,Death,02/01/2014,Female
347,2014D0000717,Death,02/01/2014,Male
348,2014D0000711,Death,02/01/2014,Male
349,2014D0000674,Death,02/01/2014,Male
350,2014D0000645,Death,02/01/2014,Male
351,2014D0000657,Death,02/01/2014,Male
352,2014D0000591,Death,02/01/2014,Female
353,2014D0000619,Death,02/01/2014,Male
354,2014D0000540,Death,02/01/2014,Female
355,2014D0000541,Death,02/01/2014,Male
356,2014B0001681,Birth,02/01/2014,Female
357,2014B0001682,Birth,02/01/2014,Female
358,2014B0001696,Birth,02/01/2014,Female
359,2014B0001678,Birth,02/01/2014,Male
360,2014B0001679,Birth,02/01/2014,Male
361,2014B0001621,Birth,02/01/2014,Male
362,2014B0001561,Birth,02/01/2014,Male
363,2014B0001564,Birth,02/01/2014,Male
364,2014B0001558,Birth,02/01/2014,Male
365,2014B0001559,Birth,02/01/2014,Male
366,2014B0001556,Birth,02/01/2014,Male
367,2014B0001510,Birth,02/01/2014,Male
368,2014B0001511,Birth,02/01/2014,Male
369,2014B0001474,Birth,02/01/2014,Female
370,2014B0001476,Birth,02/01/2014,Male
371,2014B0001518,Birth,02/01/2014,Male
372,2014B0001524,Birth,02/01/2014,Male
373,2014B0001468,Birth,02/01/2014,Male
374,2014B0001470,Birth,02/01/2014,Female
375,2014B0001483,Birth,02/01/2014,Male
376,2014B0001484,Birth,02/01/2014,Male
377,2014B0001485,Birth,02/01/2014,Male
378,2014B0001453,Birth,02/01/2014,Female
379,2014B0001305,Birth,02/01/2014,Male
380,2014B0001306,Birth,02/01/2014,Female
381,2014B0001299,Birth,02/01/2014,Male
382,2014B0001250,Birth,02/01/2014,Male
383,2014B0001263,Birth,02/01/2014,Female
384,2014B0001261,Birth,02/01/2014,Female
385,2014B0001228,Birth,02/01/2014,Male
386,2014B0001191,Birth,02/01/2014,Male
387,2014B0001192,Birth,02/01/2014,Male
388,2014B0001188,Birth,02/01/2014,Female
389,2014B0001201,Birth,02/01/2014,Female
390,2014B0001204,Birth,02/01/2014,Female
391,2014B0001180,Birth,02/01/2014,Female
392,2014B0001163,Birth,02/01/2014,Female
393,2014B0001103,Birth,02/01/2014,Male
394,2014B0001155,Birth,02/01/2014,Male
395,2014B0001158,Birth,02/01/2014,Male
396,2014B0001160,Birth,02/01/2014,Male
397,2014B0001094,Birth,02/01/2014,Male
398,2014B0001096,Birth,02/01/2014,Male
399,2014B0001097,Birth,02/01/2014,Female
400,2014B0001099,Birth,02/01/2014,Female
401,2014B0001100,Birth,02/01/2014,Female
402,2014B0001101,Birth,02/01/2014,Male
403,2014B0001080,Birth,02/01/2014,Female
404,2014B0001082,Birth,02/01/2014,Female
405,2014B0001084,Birth,02/01/2014,Female
406,2014B0001086,Birth,02/01/2014,Female
407,2014B0001089,Birth,02/01/2014,Female
408,2014B0001065,Birth,02/01/2014,Female
409,2014B0001067,Birth,02/01/2014,Male
410,2014B0001068,Birth,02/01/2014,Male
411,2014B0001070,Birth,02/01/2014,Male
412,2014B0001072,Birth,02/01/2014,Female
413,2014B0001073,Birth,02/01/2014,Female
414,2014B0001076,Birth,02/01/2014,Female
415,2014B0001078,Birth,02/01/2014,Male
416,2014B0000994,Birth,02/01/2014,Female
417,2014B0001014,Birth,02/01/2014,Female
418,2014B0001015,Birth,02/01/2014,Male
419,2014B0001016,Birth,02/01/2014,Female
420,2014B0001017,Birth,02/01/2014,Male
421,2014B0001018,Birth,02/01/2014,Male
422,2014B0000967,Birth,02/01/2014,Male
423,2014B0000969,Birth,02/01/2014,Female
424,2014B0000943,Birth,02/01/2014,Male
425,2014B0000870,Birth,02/01/2014,Female
426,2014B0000949,Birth,02/01/2014,Male
427,2014B0000890,Birth,02/01/2014,Male
428,2014B0000893,Birth,02/01/2014,Male
429,2014B0000894,Birth,02/01/2014,Female
430,2014B0000903,Birth,02/01/2014,Female
431,2014B0000904,Birth,02/01/2014,Female
432,2014B0000866,Birth,02/01/2014,Female
433,2014B0000859,Birth,02/01/2014,Male
434,2014B0000861,Birth,02/01/2014,Male
435,2014B0000863,Birth,02/01/2014,Male
436,2014B0000813,Birth,02/01/2014,Female
437,2014B0000778,Birth,02/01/2014,Male
438,2014B0000821,Birth,02/01/2014,Male
439,2014B0000804,Birth,02/01/2014,Male
440,2014B0000807,Birth,02/01/2014,Female
441,2014B0000783,Birth,02/01/2014,Female
442,2014B0000686,Birth,02/01/2014,Female
443,2014B0000695,Birth,02/01/2014,Male
444,2014B0000698,Birth,02/01/2014,Female
445,2014B0000700,Birth,02/01/2014,Female
446,2014B0000701,Birth,02/01/2014,Female
447,2014B0000702,Birth,02/01/2014,Female
448,2014B0000703,Birth,02/01/2014,Male
449,2014B0000704,Birth,02/01/2014,Male
450,2014B0000718,Birth,02/01/2014,Male
451,2014B0000719,Birth,02/01/2014,Female
452,2014B0000721,Birth,02/01/2014,Female
453,2014D0002575,Death,02/01/2014,Female
454,2014D0002604,Death,02/01/2014,Female
455,2014D0002630,Death,02/01/2014,Male
456,2014D0002653,Death,02/01/2014,Female
457,2014D0002783,Death,02/01/2014,Female
458,2014D0012174,Death,02/01/2014,Male
459,2014D0000396,Death,02/01/2014,Female
460,2014D0000406,Death,02/01/2014,Female
461,2014D0000339,Death,02/01/2014,Male
462,2014D0000341,Death,02/01/2014,Male
463,2014D0000348,Death,02/01/2014,Male
464,2014D0000345,Death,02/01/2014,Female
465,2014D0000458,Death,02/01/2014,Male
466,2014D0000465,Death,02/01/2014,Male
467,2014D0000508,Death,02/01/2014,Female
468,2014D0000308,Death,02/01/2014,Male
469,2014D0000310,Death,02/01/2014,Male
470,2014D0000312,Death,02/01/2014,Male
471,2014D0000315,Death,02/01/2014,Female
472,2014D0000316,Death,02/01/2014,Female
473,2014D0000318,Death,02/01/2014,Female
474,2014D0000321,Death,02/01/2014,Female
475,2014D0000299,Death,02/01/2014,Male
476,2014D0000302,Death,02/01/2014,Female
477,2014D0000304,Death,02/01/2014,Female
478,2014D0000285,Death,02/01/2014,Male
479,2014D0000286,Death,02/01/2014,Female
480,2014D0000282,Death,02/01/2014,Male
481,2014D0000279,Death,02/01/2014,Male
482,2014D0000280,Death,02/01/2014,Male
483,2014D0000249,Death,02/01/2014,Male
484,2014D0000257,Death,02/01/2014,Male
485,2014D0000260,Death,02/01/2014,Male
486,2014D0000261,Death,02/01/2014,Male
487,2014D0000232,Death,02/01/2014,Female
488,2014D0000233,Death,02/01/2014,Male
489,2014D0000234,Death,02/01/2014,Male
490,2014D0000235,Death,02/01/2014,Male
491,2014D0000236,Death,02/01/2014,Male
492,2014D0000238,Death,02/01/2014,Female
493,2014D0000242,Death,02/01/2014,Male
494,2014D0000245,Death,02/01/2014,Female
495,2014D0000222,Death,02/01/2014,Female
496,2014D0000223,Death,02/01/2014,Male
497,2014D0000224,Death,02/01/2014,Male
498,2014D0000227,Death,02/01/2014,Male
499,2014D0000177,Death,02/01/2014,Female
500,2014D0000182,Death,02/01/2014,Male
501,2014D0000139,Death,02/01/2014,Male
502,2014D0000185,Death,02/01/2014,Male
503,2014D0000130,Death,02/01/2014,Female
504,2014D0000135,Death,02/01/2014,Male
505,2014D0000137,Death,02/01/2014,Male
506,2014D0000141,Death,02/01/2014,Male
507,2014D0000142,Death,02/01/2014,Female
508,2014D0000144,Death,02/01/2014,Male
509,2014D0000147,Death,02/01/2014,Male
510,2014D0000148,Death,02/01/2014,Male
511,2014D0000094,Death,02/01/2014,Male
512,2014D0000086,Death,02/01/2014,Female
513,2014D0000087,Death,02/01/2014,Male
514,2014D0000072,Death,02/01/2014,Male
515,2014D0000074,Death,02/01/2014,Female
516,2014D0000076,Death,02/01/2014,Female
517,2014D0000078,Death,02/01/2014,Male
518,2014D0000080,Death,02/01/2014,Male
519,2014D0000083,Death,02/01/2014,Male
520,2014D0000091,Death,02/01/2014,Female
521,2014D0000103,Death,02/01/2014,Male
522,2014D0000106,Death,02/01/2014,Female
523,2014D0000109,Death,02/01/2014,Male
524,2014D0000111,Death,02/01/2014,Male
525,2014D0000004,Death,02/01/2014,Male
526,2014D0000069,Death,02/01/2014,Female
527,2016B0035073,Birth,02/01/2014,Male
528,2014D0000062,Death,02/01/2014,Female
529,2014D0000063,Death,02/01/2014,Female
530,2014B0007298,Birth,02/01/2014,Female
531,2014B0003284,Birth,02/01/2014,Female
532,2014B0003356,Birth,02/01/2014,Male
533,2014B0003374,Birth,02/01/2014,Male
534,2014B0003376,Birth,02/01/2014,Female
535,2014B0003460,Birth,02/01/2014,Male
536,2014B0003157,Birth,02/01/2014,Female
537,2014B0003102,Birth,02/01/2014,Male
538,2014B0003117,Birth,02/01/2014,Female
539,2014B0003114,Birth,02/01/2014,Female
540,2014B0003021,Birth,02/01/2014,Female
541,2014B0003028,Birth,02/01/2014,Male
542,2014B0003040,Birth,02/01/2014,Male
543,2014B0002906,Birth,02/01/2014,Male
544,2014B0002951,Birth,02/01/2014,Female
545,2014B0003038,Birth,03/01/2014,Female
546,2014B0003043,Birth,03/01/2014,Female
547,2014B0003030,Birth,03/01/2014,Female
548,2014B0002987,Birth,03/01/2014,Female
549,2014B0003005,Birth,03/01/2014,Female
550,2014B0002989,Birth,03/01/2014,Female
551,2014B0003129,Birth,03/01/2014,Female
552,2014B0003166,Birth,03/01/2014,Male
553,2014B0003278,Birth,03/01/2014,Female
554,2014B0003309,Birth,03/01/2014,Female
555,2014B0003242,Birth,03/01/2014,Male
556,2014B0003924,Birth,03/01/2014,Male
557,2014B0003600,Birth,03/01/2014,Female
558,2014B0007655,Birth,03/01/2014,Female
559,2014B0010397,Birth,03/01/2014,Male
560,2014D0000070,Death,03/01/2014,Male
561,2014D0000112,Death,03/01/2014,Male
562,2014D0000114,Death,03/01/2014,Male
563,2014D0000122,Death,03/01/2014,Female
564,2014D0000124,Death,03/01/2014,Male
565,2014D0000125,Death,03/01/2014,Male
566,2014D0000126,Death,03/01/2014,Male
567,2014D0000127,Death,03/01/2014,Female
568,2014D0000128,Death,03/01/2014,Male
569,2014D0000129,Death,03/01/2014,Male
570,2014D0000110,Death,03/01/2014,Male
571,2014D0000107,Death,03/01/2014,Male
572,2014D0000105,Death,03/01/2014,Female
573,2014D0000084,Death,03/01/2014,Male
574,2014D0000081,Death,03/01/2014,Male
575,2014D0000077,Death,03/01/2014,Male
576,2014D0000073,Death,03/01/2014,Male
577,2014D0000088,Death,03/01/2014,Male
578,2014D0000090,Death,03/01/2014,Male
579,2014D0000095,Death,03/01/2014,Male
580,2014D0000098,Death,03/01/2014,Female
581,2014D0000100,Death,03/01/2014,Female
582,2014D0000102,Death,03/01/2014,Male
583,2014D0000151,Death,03/01/2014,Male
584,2014D0000138,Death,03/01/2014,Female
585,2014D0000136,Death,03/01/2014,Male
586,2014D0000131,Death,03/01/2014,Male
587,2014D0000132,Death,03/01/2014,Female
588,2014D0000133,Death,03/01/2014,Male
589,2014D0000134,Death,03/01/2014,Female
590,2014D0000140,Death,03/01/2014,Female
591,2014D0000192,Death,03/01/2014,Male
592,2014D0000193,Death,03/01/2014,Female
593,2014D0000195,Death,03/01/2014,Female
594,2014D0000196,Death,03/01/2014,Male
595,2014D0000197,Death,03/01/2014,Male
596,2014D0000183,Death,03/01/2014,Female
597,2014D0000184,Death,03/01/2014,Female
598,2014D0000173,Death,03/01/2014,Male
599,2014D0000247,Death,03/01/2014,Male
600,2014D0000067,Death,03/01/2014,Male
601,2014D0000497,Death,03/01/2014,Female
602,2014D0000517,Death,03/01/2014,Female
603,2014D0000464,Death,03/01/2014,Male
604,2014D0000411,Death,03/01/2014,Female
605,2014D0000442,Death,03/01/2014,Male
606,2014D0000352,Death,03/01/2014,Female
607,2014D0000355,Death,03/01/2014,Male
608,2014D0000368,Death,03/01/2014,Male
609,2014D0000369,Death,03/01/2014,Female
610,2014D0000325,Death,03/01/2014,Male
611,2014D0000328,Death,03/01/2014,Male
612,2014D0000400,Death,03/01/2014,Male
613,2014B0048670,Birth,03/01/2014,Female
614,2014D0002632,Death,03/01/2014,Male
615,2014D0002594,Death,03/01/2014,Male
616,2014D0002616,Death,03/01/2014,Male
