Sr. No.,Registration No,Type,Date Of Event,Gender
122,2015B0000922,Birth,01/01/2015,Female
123,2015B0000941,Birth,01/01/2015,Female
124,2015B0000979,Birth,01/01/2015,Male
125,2015B0000985,Birth,01/01/2015,Male
126,2015B0000987,Birth,01/01/2015,Male
127,2015B0001001,Birth,01/01/2015,Male
128,2015B0001004,Birth,01/01/2015,Male
129,2015B0001019,Birth,01/01/2015,Female
130,2015B0001015,Birth,01/01/2015,Male
131,2015B0001037,Birth,01/01/2015,Male
132,2015B0001102,Birth,01/01/2015,Male
133,2015B0001104,Birth,01/01/2015,Male
134,2015B0001105,Birth,01/01/2015,Male
135,2015B0001106,Birth,01/01/2015,Female
136,2015B0001107,Birth,01/01/2015,Female
137,2015B0001116,Birth,01/01/2015,Female
138,2015B0001117,Birth,01/01/2015,Male
139,2015B0001141,Birth,01/01/2015,Male
140,2015B0001142,Birth,01/01/2015,Male
141,2015B0001156,Birth,01/01/2015,Male
142,2015B0001160,Birth,01/01/2015,Female
143,2015B0001254,Birth,01/01/2015,Female
144,2015B0001275,Birth,01/01/2015,Female
145,2015B0001277,Birth,01/01/2015,Female
146,2015B0001302,Birth,01/01/2015,Female
147,2015B0001304,Birth,01/01/2015,Female
148,2015B0001307,Birth,01/01/2015,Male
149,2015B0001321,Birth,01/01/2015,Female
150,2015B0001322,Birth,01/01/2015,Male
151,2015B0001334,Birth,01/01/2015,Male
152,2015B0001348,Birth,01/01/2015,Female
153,2015B0001466,Birth,01/01/2015,Male
154,2015B0001467,Birth,01/01/2015,Male
155,2015B0001470,Birth,01/01/2015,Male
156,2015B0001471,Birth,01/01/2015,Female
157,2015B0001473,Birth,01/01/2015,Female
158,2015B0001475,Birth,01/01/2015,Female
159,2015B0001478,Birth,01/01/2015,Female
160,2015B0001479,Birth,01/01/2015,Male
161,2015B0001482,Birth,01/01/2015,Female
162,2015B0001487,Birth,01/01/2015,Female
163,2015B0001496,Birth,01/01/2015,Male
164,2015B0001499,Birth,01/01/2015,Male
165,2015B0001507,Birth,01/01/2015,Female
166,2015B0001557,Birth,01/01/2015,Female
167,2015B0001533,Birth,01/01/2015,Female
168,2015B0001535,Birth,01/01/2015,Female
169,2015B0001536,Birth,01/01/2015,Male
170,2015B0001545,Birth,01/01/2015,Male
171,2015B0001550,Birth,01/01/2015,Female
172,2015B0001554,Birth,01/01/2015,Male
173,2015B0001602,Birth,01/01/2015,Female
174,2015B0001658,Birth,01/01/2015,Female
175,2015B0001651,Birth,01/01/2015,Male
176,2015B0001673,Birth,01/01/2015,Male
177,2015B0001731,Birth,01/01/2015,Female
178,2015B0001746,Birth,01/01/2015,Male
179,2015B0001747,Birth,01/01/2015,Male
180,2015B0001757,Birth,01/01/2015,Male
181,2015B0001758,Birth,01/01/2015,Female
182,2015B0001759,Birth,01/01/2015,Female
183,2015B0001760,Birth,01/01/2015,Male
184,2015B0001782,Birth,01/01/2015,Female
185,2015B0001783,Birth,01/01/2015,Female
186,2015B0001786,Birth,01/01/2015,Female
187,2015B0001787,Birth,01/01/2015,Female
188,2015B0001788,Birth,01/01/2015,Female
189,2015B0001777,Birth,01/01/2015,Female
190,2015B0001778,Birth,01/01/2015,Male
191,2015B0001780,Birth,01/01/2015,Male
192,2015B0001804,Birth,01/01/2015,Male
193,2015B0001805,Birth,01/01/2015,Male
194,2015B0001810,Birth,01/01/2015,Male
195,2015B0001861,Birth,01/01/2015,Male
196,2015B0001874,Birth,01/01/2015,Female
197,2015B0001875,Birth,01/01/2015,Female
198,2015B0005729,Birth,01/01/2015,Female
199,2015B0005727,Birth,01/01/2015,Male
200,2015B0006170,Birth,01/01/2015,Female
201,2015B0009866,Birth,01/01/2015,Female
202,2015B0009882,Birth,01/01/2015,Male
203,2015B0010650,Birth,01/01/2015,Male
204,2015B0010737,Birth,01/01/2015,Female
205,2015D0000744,Death,01/01/2015,Female
206,2015D0000766,Death,01/01/2015,Male
207,2015D0000764,Death,01/01/2015,Male
208,2015D0000771,Death,01/01/2015,Male
209,2015D0000774,Death,01/01/2015,Female
210,2015D0000902,Death,01/01/2015,Male
211,2015D0000903,Death,01/01/2015,Male
212,2015D0001167,Death,01/01/2015,Male
213,2015D0001232,Death,01/01/2015,Female
214,2015D0001447,Death,01/01/2015,Female
215,2015D0001499,Death,01/01/2015,Male
216,2015D0028123,Death,01/01/2015,Female
217,2015D0028158,Death,01/01/2015,Male
218,2015D0028159,Death,01/01/2015,Female
219,2015B0003105,Birth,01/01/2015,Female
220,2015B0003108,Birth,01/01/2015,Female
221,2015B0003145,Birth,01/01/2015,Female
222,2015B0003146,Birth,01/01/2015,Male
223,2015B0003147,Birth,01/01/2015,Female
224,2015B0003655,Birth,01/01/2015,Male
225,2015B0003656,Birth,01/01/2015,Female
226,2015B0003789,Birth,01/01/2015,Male
227,2015B0003792,Birth,01/01/2015,Female
228,2015B0008241,Birth,01/01/2015,Female
229,2015B0012913,Birth,01/01/2015,Male
230,2015B0001876,Birth,01/01/2015,Male
231,2015B0001877,Birth,01/01/2015,Female
232,2015B0001878,Birth,01/01/2015,Female
233,2015B0001879,Birth,01/01/2015,Male
234,2015B0001880,Birth,01/01/2015,Female
235,2015B0001881,Birth,01/01/2015,Male
236,2015B0001882,Birth,01/01/2015,Male
237,2015B0001957,Birth,01/01/2015,Female
238,2015B0001958,Birth,01/01/2015,Female
239,2015B0001959,Birth,01/01/2015,Female
240,2015B0002051,Birth,01/01/2015,Male
241,2015B0002052,Birth,01/01/2015,Female
242,2015B0002042,Birth,01/01/2015,Female
243,2015B0002043,Birth,01/01/2015,Female
244,2015B0002045,Birth,01/01/2015,Male
245,2015B0002047,Birth,01/01/2015,Male
246,2015B0002049,Birth,01/01/2015,Female
247,2015B0002068,Birth,01/01/2015,Male
248,2015B0002070,Birth,01/01/2015,Male
249,2015B0002072,Birth,01/01/2015,Female
250,2015B0002074,Birth,01/01/2015,Male
251,2015B0002076,Birth,01/01/2015,Male
252,2015B0002078,Birth,01/01/2015,Male
253,2015B0002081,Birth,01/01/2015,Male
254,2015B0002083,Birth,01/01/2015,Female
255,2015B0002085,Birth,01/01/2015,Male
256,2015B0002087,Birth,01/01/2015,Male
257,2015B0002088,Birth,01/01/2015,Female
258,2015B0002091,Birth,01/01/2015,Male
259,2015B0002093,Birth,01/01/2015,Male
260,2015B0002095,Birth,01/01/2015,Female
261,2015B0002098,Birth,01/01/2015,Female
262,2015B0002100,Birth,01/01/2015,Female
263,2015B0002102,Birth,01/01/2015,Male
264,2015B0002103,Birth,01/01/2015,Male
265,2015B0002138,Birth,01/01/2015,Male
266,2015B0002197,Birth,01/01/2015,Female
267,2015B0002199,Birth,01/01/2015,Male
268,2015B0002218,Birth,01/01/2015,Female
269,2015B0002216,Birth,01/01/2015,Male
270,2015B0002352,Birth,01/01/2015,Male
271,2015B0002584,Birth,01/01/2015,Female
272,2015B0002642,Birth,01/01/2015,Male
273,2015B0002602,Birth,01/01/2015,Female
274,2015B0002681,Birth,01/01/2015,Male
275,2015B0002886,Birth,01/01/2015,Female
276,2015B0002887,Birth,01/01/2015,Male
277,2015B0002888,Birth,01/01/2015,Male
278,2015B0002889,Birth,01/01/2015,Female
279,2015B0002890,Birth,01/01/2015,Male
280,2015B0011924,Birth,01/01/2015,Female
281,2015B0019100,Birth,01/01/2015,Male
282,2015B0054904,Birth,01/01/2015,Female
283,2015B0054923,Birth,01/01/2015,Female
284,2015B0054936,Birth,01/01/2015,Male
285,2015B0054938,Birth,01/01/2015,Male
286,2015B0054966,Birth,01/01/2015,Female
287,2015B0055190,Birth,01/01/2015,Male
288,2015B0055300,Birth,01/01/2015,Male
289,2015B0054974,Birth,02/01/2015,Male
290,2015B0055352,Birth,02/01/2015,Female
291,2015D0002921,Death,02/01/2015,Female
292,2015B0011601,Birth,02/01/2015,Female
293,2015B0002892,Birth,02/01/2015,Male
294,2015B0002922,Birth,02/01/2015,Female
295,2015B0002656,Birth,02/01/2015,Female
296,2015B0002651,Birth,02/01/2015,Male
297,2015B0002659,Birth,02/01/2015,Male
298,2015B0002606,Birth,02/01/2015,Male
299,2015B0002610,Birth,02/01/2015,Female
300,2015B0002514,Birth,02/01/2015,Female
301,2015B0002516,Birth,02/01/2015,Female
302,2015B0002334,Birth,02/01/2015,Male
303,2015B0002205,Birth,02/01/2015,Male
304,2015B0002201,Birth,02/01/2015,Male
305,2015B0002203,Birth,02/01/2015,Female
306,2015B0001947,Birth,02/01/2015,Male
307,2015B0001960,Birth,02/01/2015,Male
308,2015B0001961,Birth,02/01/2015,Male
309,2015B0001944,Birth,02/01/2015,Female
310,2015B0001883,Birth,02/01/2015,Female
311,2015B0001884,Birth,02/01/2015,Male
312,2015B0001885,Birth,02/01/2015,Male
313,2015B0001886,Birth,02/01/2015,Male
314,2015B0001887,Birth,02/01/2015,Male
315,2015B0001888,Birth,02/01/2015,Male
316,2015B0001890,Birth,02/01/2015,Male
317,2015B0001892,Birth,02/01/2015,Male
318,2015B0001900,Birth,02/01/2015,Female
319,2015B0001898,Birth,02/01/2015,Male
320,2015B0001912,Birth,02/01/2015,Male
321,2015B0007271,Birth,02/01/2015,Male
322,2015B0012106,Birth,02/01/2015,Male
323,2015B0003795,Birth,02/01/2015,Male
324,2015B0003148,Birth,02/01/2015,Female
325,2015B0003149,Birth,02/01/2015,Male
326,2015B0003150,Birth,02/01/2015,Male
327,2015B0003121,Birth,02/01/2015,Male
328,2015B0003122,Birth,02/01/2015,Male
329,2015B0003003,Birth,02/01/2015,Male
330,2015D0002119,Death,02/01/2015,Male
331,2015D0002533,Death,02/01/2015,Male
332,2015D0002528,Death,02/01/2015,Male
333,2015D0001413,Death,02/01/2015,Female
334,2015D0001415,Death,02/01/2015,Male
335,2015D0001281,Death,02/01/2015,Male
336,2015D0001322,Death,02/01/2015,Male
337,2015D0001206,Death,02/01/2015,Male
338,2015D0001130,Death,02/01/2015,Male
339,2015D0001131,Death,02/01/2015,Female
340,2015D0000905,Death,02/01/2015,Male
341,2015D0000742,Death,02/01/2015,Female
342,2015D0000778,Death,02/01/2015,Male
343,2015D0000915,Death,02/01/2015,Male
344,2015D0000943,Death,02/01/2015,Female
345,2015D0001061,Death,02/01/2015,Male
346,2015D0000711,Death,02/01/2015,Female
347,2015D0000714,Death,02/01/2015,Female
348,2015B0047673,Birth,02/01/2015,Female
349,2015B0014581,Birth,02/01/2015,Male
350,2015B0005703,Birth,02/01/2015,Female
351,2015B0005710,Birth,02/01/2015,Female
352,2015B0001863,Birth,02/01/2015,Male
353,2015B0001838,Birth,02/01/2015,Male
354,2015B0001839,Birth,02/01/2015,Male
355,2015B0001840,Birth,02/01/2015,Male
356,2015B0001828,Birth,02/01/2015,Female
357,2015B0001806,Birth,02/01/2015,Male
358,2015B0001781,Birth,02/01/2015,Male
359,2015B0001779,Birth,02/01/2015,Male
360,2015B0001789,Birth,02/01/2015,Female
361,2015B0001761,Birth,02/01/2015,Male
362,2015B0001762,Birth,02/01/2015,Male
363,2015B0001748,Birth,02/01/2015,Male
364,2015B0001732,Birth,02/01/2015,Female
365,2015B0001734,Birth,02/01/2015,Male
366,2015B0001659,Birth,02/01/2015,Female
367,2015B0001555,Birth,02/01/2015,Female
368,2015B0001556,Birth,02/01/2015,Female
369,2015B0001552,Birth,02/01/2015,Male
370,2015B0001553,Birth,02/01/2015,Male
371,2015B0001546,Birth,02/01/2015,Female
372,2015B0001548,Birth,02/01/2015,Female
373,2015B0001558,Birth,02/01/2015,Female
374,2015B0001560,Birth,02/01/2015,Female
375,2015B0001561,Birth,02/01/2015,Male
376,2015B0001516,Birth,02/01/2015,Male
377,2015B0001527,Birth,02/01/2015,Male
378,2015B0001500,Birth,02/01/2015,Male
379,2015B0001488,Birth,02/01/2015,Male
380,2015B0001491,Birth,02/01/2015,Male
381,2015B0001492,Birth,02/01/2015,Female
382,2015B0001494,Birth,02/01/2015,Female
383,2015B0001484,Birth,02/01/2015,Male
384,2015B0001486,Birth,02/01/2015,Female
385,2015B0001352,Birth,02/01/2015,Male
386,2015B0001344,Birth,02/01/2015,Male
387,2015B0001299,Birth,02/01/2015,Female
388,2015B0001323,Birth,02/01/2015,Male
389,2015B0001305,Birth,02/01/2015,Female
390,2015B0001279,Birth,02/01/2015,Female
391,2015B0001258,Birth,02/01/2015,Female
392,2015B0001162,Birth,02/01/2015,Male
393,2015B0001128,Birth,02/01/2015,Female
394,2015B0001150,Birth,02/01/2015,Male
395,2015B0001151,Birth,02/01/2015,Male
396,2015B0001164,Birth,02/01/2015,Male
397,2015B0001166,Birth,02/01/2015,Male
398,2015B0001168,Birth,02/01/2015,Female
399,2015B0001175,Birth,02/01/2015,Male
400,2015B0001109,Birth,02/01/2015,Female
401,2015B0001110,Birth,02/01/2015,Female
402,2015B0001111,Birth,02/01/2015,Female
403,2015B0001112,Birth,02/01/2015,Female
404,2015B0001043,Birth,02/01/2015,Female
405,2015B0001045,Birth,02/01/2015,Male
406,2015B0001050,Birth,02/01/2015,Male
407,2015B0000996,Birth,02/01/2015,Female
408,2015B0000998,Birth,02/01/2015,Female
409,2015B0000983,Birth,02/01/2015,Male
410,2015B0000944,Birth,02/01/2015,Male
411,2015B0000918,Birth,02/01/2015,Male
412,2015B0000889,Birth,02/01/2015,Female
413,2015B0000898,Birth,02/01/2015,Female
414,2015B0000827,Birth,02/01/2015,Male
415,2015B0000834,Birth,02/01/2015,Male
416,2015B0000831,Birth,02/01/2015,Female
417,2015B0000832,Birth,02/01/2015,Female
418,2015B0000801,Birth,02/01/2015,Male
419,2015B0000808,Birth,02/01/2015,Male
420,2015B0000809,Birth,02/01/2015,Male
421,2015B0000815,Birth,02/01/2015,Female
422,2015D0000597,Death,02/01/2015,Male
423,2015D0000560,Death,02/01/2015,Male
424,2015D0000561,Death,02/01/2015,Male
425,2015D0000562,Death,02/01/2015,Female
426,2015D0000563,Death,02/01/2015,Male
427,2015D0000564,Death,02/01/2015,Female
428,2015D0000548,Death,02/01/2015,Female
429,2015D0000503,Death,02/01/2015,Male
430,2015D0000504,Death,02/01/2015,Male
431,2015D0000590,Death,02/01/2015,Female
432,2015D0000591,Death,02/01/2015,Female
433,2015D0000592,Death,02/01/2015,Male
434,2015D0000607,Death,02/01/2015,Female
435,2015D0000533,Death,02/01/2015,Female
436,2015D0000534,Death,02/01/2015,Male
437,2015D0000535,Death,02/01/2015,Female
438,2015D0000536,Death,02/01/2015,Female
439,2015D0000537,Death,02/01/2015,Female
440,2015D0000538,Death,02/01/2015,Male
441,2015D0000539,Death,02/01/2015,Male
442,2015D0000540,Death,02/01/2015,Female
443,2015D0000491,Death,02/01/2015,Male
444,2015D0000462,Death,02/01/2015,Female
445,2015D0000463,Death,02/01/2015,Male
446,2015D0000460,Death,02/01/2015,Male
447,2015D0000444,Death,02/01/2015,Male
448,2015D0000431,Death,02/01/2015,Male
449,2015D0000433,Death,02/01/2015,Female
450,2015D0000339,Death,02/01/2015,Female
451,2015D0000340,Death,02/01/2015,Female
452,2015D0000328,Death,02/01/2015,Male
453,2015D0000289,Death,02/01/2015,Male
454,2015D0000165,Death,02/01/2015,Male
455,2015D0000214,Death,02/01/2015,Male
456,2015D0000217,Death,02/01/2015,Female
457,2015D0000219,Death,02/01/2015,Female
458,2015D0000220,Death,02/01/2015,Male
459,2015D0000142,Death,02/01/2015,Male
460,2015D0000143,Death,02/01/2015,Male
461,2015D0000144,Death,02/01/2015,Female
462,2015D0000145,Death,02/01/2015,Female
463,2015D0000146,Death,02/01/2015,Male
464,2015D0000147,Death,02/01/2015,Male
465,2015D0000148,Death,02/01/2015,Female
466,2015D0000149,Death,02/01/2015,Female
467,2015D0000154,Death,02/01/2015,Male
468,2015D0000162,Death,02/01/2015,Female
469,2015D0000204,Death,02/01/2015,Male
470,2015D0000177,Death,02/01/2015,Female
471,2015D0000178,Death,02/01/2015,Male
472,2015D0000139,Death,02/01/2015,Male
473,2015D0000130,Death,02/01/2015,Male
474,2015D0000134,Death,02/01/2015,Female
475,2015D0000135,Death,02/01/2015,Male
476,2015D0000136,Death,02/01/2015,Male
477,2015D0000137,Death,02/01/2015,Male
478,2015D0000113,Death,02/01/2015,Female
479,2015D0000114,Death,02/01/2015,Male
480,2015D0000115,Death,02/01/2015,Male
481,2015D0000116,Death,02/01/2015,Female
482,2015D0000117,Death,02/01/2015,Female
483,2015D0000118,Death,02/01/2015,Male
484,2015D0000119,Death,02/01/2015,Male
485,2015D0000120,Death,02/01/2015,Female
486,2015D0000122,Death,02/01/2015,Male
487,2015D0000123,Death,02/01/2015,Male
488,2015D0000124,Death,02/01/2015,Male
489,2015D0000125,Death,02/01/2015,Male
490,2015D0000126,Death,02/01/2015,Female
491,2015D0000127,Death,02/01/2015,Female
492,2015D0000003,Death,02/01/2015,Female
493,2015D0000006,Death,02/01/2015,Male
494,2015D0000071,Death,02/01/2015,Female
495,2015D0000054,Death,02/01/2015,Male
496,2015B0023461,Birth,02/01/2015,Male
497,2015B0004465,Birth,02/01/2015,Female
498,2015B0004456,Birth,02/01/2015,Female
499,2015B0004448,Birth,02/01/2015,Male
500,2015B0004874,Birth,02/01/2015,Male
501,2015B0004149,Birth,02/01/2015,Female
502,2015B0004228,Birth,02/01/2015,Female
503,2015B0004139,Birth,02/01/2015,Female
504,2015B0004276,Birth,02/01/2015,Female
505,2015B0004053,Birth,02/01/2015,Female
506,2015B0000714,Birth,02/01/2015,Female
507,2015B0000717,Birth,02/01/2015,Male
508,2015B0000720,Birth,02/01/2015,Male
509,2015B0000666,Birth,02/01/2015,Female
510,2015B0000648,Birth,02/01/2015,Male
511,2015B0000658,Birth,02/01/2015,Female
512,2015B0000641,Birth,02/01/2015,Female
513,2015B0000643,Birth,02/01/2015,Female
514,2015B0000408,Birth,02/01/2015,Male
515,2015B0000412,Birth,02/01/2015,Male
516,2015B0000418,Birth,02/01/2015,Female
517,2015B0000324,Birth,02/01/2015,Female
518,2015B0000325,Birth,02/01/2015,Male
519,2015B0000327,Birth,02/01/2015,Male
520,2015B0000328,Birth,02/01/2015,Male
521,2015B0000330,Birth,02/01/2015,Male
522,2015B0000332,Birth,02/01/2015,Female
523,2015B0000334,Birth,02/01/2015,Male
524,2015B0000336,Birth,02/01/2015,Female
525,2015B0000421,Birth,02/01/2015,Male
526,2015B0000427,Birth,02/01/2015,Male
527,2015B0000432,Birth,02/01/2015,Male
528,2015B0000440,Birth,02/01/2015,Female
529,2015B0000445,Birth,02/01/2015,Male
530,2015B0000449,Birth,02/01/2015,Female
531,2015B0000454,Birth,02/01/2015,Male
532,2015B0000459,Birth,02/01/2015,Male
533,2015B0000463,Birth,02/01/2015,Female
534,2015B0000470,Birth,02/01/2015,Female
535,2015B0000320,Birth,02/01/2015,Female
536,2015B0000025,Birth,02/01/2015,Male
537,2015B0000297,Birth,02/01/2015,Male
538,2015B0000289,Birth,02/01/2015,Female
539,2015B0000271,Birth,02/01/2015,Female
540,2015B0000052,Birth,02/01/2015,Female
541,2015B0000053,Birth,02/01/2015,Male
542,2015B0000137,Birth,02/01/2015,Male
543,2015B0000146,Birth,02/01/2015,Male
544,2015B0000148,Birth,02/01/2015,Female
545,2015B0000149,Birth,02/01/2015,Male
546,2015B0000150,Birth,02/01/2015,Female
547,2015B0000151,Birth,02/01/2015,Female
548,2015B0000152,Birth,02/01/2015,Male
549,2015B0000194,Birth,03/01/2015,Female
550,2015B0000195,Birth,03/01/2015,Male
551,2015B0000196,Birth,03/01/2015,Female
552,2015B0000198,Birth,03/01/2015,Female
553,2015B0000270,Birth,03/01/2015,Male
554,2015B0000290,Birth,03/01/2015,Male
555,2015B0000291,Birth,03/01/2015,Male
556,2015B0000296,Birth,03/01/2015,Male
557,2015B0000475,Birth,03/01/2015,Male
558,2015B0000483,Birth,03/01/2015,Male
559,2015B0000492,Birth,03/01/2015,Male
560,2015B0000496,Birth,03/01/2015,Female
561,2015B0000508,Birth,03/01/2015,Female
562,2015B0000337,Birth,03/01/2015,Female
563,2015B0000673,Birth,03/01/2015,Female
564,2015B0000678,Birth,03/01/2015,Male
565,2015B0000688,Birth,03/01/2015,Male
566,2015B0000691,Birth,03/01/2015,Female
567,2015B0000693,Birth,03/01/2015,Female
568,2015B0000695,Birth,03/01/2015,Male
569,2015B0000696,Birth,03/01/2015,Male
570,2015B0000763,Birth,03/01/2015,Female
571,2015B0000723,Birth,03/01/2015,Male
572,2015B0000726,Birth,03/01/2015,Female
573,2015B0000727,Birth,03/01/2015,Male
574,2015B0000729,Birth,03/01/2015,Female
575,2015B0004745,Birth,03/01/2015,Male
576,2015B0004961,Birth,03/01/2015,Male
577,2015B0004450,Birth,03/01/2015,Female
578,2015D0000189,Death,03/01/2015,Male
579,2015D0000190,Death,03/01/2015,Male
580,2015D0000191,Death,03/01/2015,Male
581,2015D0000192,Death,03/01/2015,Male
582,2015D0000193,Death,03/01/2015,Male
583,2015D0000194,Death,03/01/2015,Male
584,2015D0000195,Death,03/01/2015,Female
585,2015D0000196,Death,03/01/2015,Female
586,2015D0000197,Death,03/01/2015,Male
587,2015D0000198,Death,03/01/2015,Male
588,2015D0000199,Death,03/01/2015,Male
589,2015D0000200,Death,03/01/2015,Male
590,2015D0000201,Death,03/01/2015,Male
591,2015D0000202,Death,03/01/2015,Male
592,2015D0000203,Death,03/01/2015,Female
593,2015D0000205,Death,03/01/2015,Female
594,2015D0000206,Death,03/01/2015,Female
595,2015D0000207,Death,03/01/2015,Male
596,2015D0000208,Death,03/01/2015,Male
597,2015D0000209,Death,03/01/2015,Male
598,2015D0000210,Death,03/01/2015,Female
599,2015D0000211,Death,03/01/2015,Male
600,2015D0000212,Death,03/01/2015,Female
601,2015D0000213,Death,03/01/2015,Male
602,2015D0000222,Death,03/01/2015,Female
603,2015D0000224,Death,03/01/2015,Male
604,2015D0000226,Death,03/01/2015,Male
605,2015D0000228,Death,03/01/2015,Female
606,2015D0000284,Death,03/01/2015,Male
607,2015D0000272,Death,03/01/2015,Female
608,2015D0000279,Death,03/01/2015,Male
609,2015D0000281,Death,03/01/2015,Male
610,2015D0000282,Death,03/01/2015,Female
611,2015D0000230,Death,03/01/2015,Female
612,2015D0000231,Death,03/01/2015,Male
613,2015D0000234,Death,03/01/2015,Male
614,2015D0000216,Death,03/01/2015,Female
615,2015D0000265,Death,03/01/2015,Female
616,2015D0000371,Death,03/01/2015,Male
