Sr. No.,Registration No,Type,Date Of Event,Gender
1,2018B0000467,Birth,01/01/2018,Male
2,2018B0000469,Birth,01/01/2018,Female
3,2018B0000470,Birth,01/01/2018,Female
4,2018B0000471,Birth,01/01/2018,Male
5,2018B0000474,Birth,01/01/2018,Male
6,2018B0000475,Birth,01/01/2018,Female
7,2018B0000501,Birth,01/01/2018,Female
8,2018B0000503,Birth,01/01/2018,Female
9,2018B0000526,Birth,01/01/2018,Male
10,2018B0000527,Birth,01/01/2018,Female
11,2018B0000530,Birth,01/01/2018,Male
12,2018B0000541,Birth,01/01/2018,Male
13,2018B0000557,Birth,01/01/2018,Male
14,2018B0000558,Birth,01/01/2018,Female
15,2018B0000582,Birth,01/01/2018,Male
16,2018B0000586,Birth,01/01/2018,Female
17,2018B0000591,Birth,01/01/2018,Female
18,2018B0000596,Birth,01/01/2018,Female
19,2018B0000635,Birth,01/01/2018,Female
20,2018B0000637,Birth,01/01/2018,Male
21,2018B0000638,Birth,01/01/2018,Female
22,2018B0000641,Birth,01/01/2018,Male
23,2018B0000648,Birth,01/01/2018,Male
24,2018B0000645,Birth,01/01/2018,Female
25,2018B0000686,Birth,01/01/2018,Male
26,2018B0000687,Birth,01/01/2018,Male
27,2018B0000683,Birth,01/01/2018,Male
28,2018B0000684,Birth,01/01/2018,Female
29,2018B0000700,Birth,01/01/2018,Female
30,2018B0000703,Birth,01/01/2018,Male
31,2018B0000706,Birth,01/01/2018,Male
32,2018B0000707,Birth,01/01/2018,Male
33,2018B0000746,Birth,01/01/2018,Female
34,2018B0000748,Birth,01/01/2018,Female
35,2018B0000749,Birth,01/01/2018,Male
36,2018B0000750,Birth,01/01/2018,Female
37,2018B0000751,Birth,01/01/2018,Male
38,2018B0000813,Birth,01/01/2018,Male
39,2018B0000815,Birth,01/01/2018,Female
40,2018B0000817,Birth,01/01/2018,Female
41,2018B0000819,Birth,01/01/2018,Male
42,2018B0001781,Birth,01/01/2018,Male
43,2018B0001782,Birth,01/01/2018,Female
44,2018B0001801,Birth,01/01/2018,Male
45,2018B0001890,Birth,01/01/2018,Female
46,2018B0001896,Birth,01/01/2018,Female
47,2018B0001900,Birth,01/01/2018,Female
48,2018B0001902,Birth,01/01/2018,Female
49,2018B0000836,Birth,01/01/2018,Male
50,2018B0000869,Birth,01/01/2018,Male
51,2018B0000870,Birth,01/01/2018,Male
52,2018B0000871,Birth,01/01/2018,Female
53,2018B0000876,Birth,01/01/2018,Female
54,2018B0000882,Birth,01/01/2018,Male
55,2018B0000884,Birth,01/01/2018,Female
56,2018B0000892,Birth,01/01/2018,Male
57,2018B0000895,Birth,01/01/2018,Male
58,2018B0000897,Birth,01/01/2018,Male
59,2018B0000899,Birth,01/01/2018,Male
60,2018B0000901,Birth,01/01/2018,Female
61,2018B0000903,Birth,01/01/2018,Male
62,2018B0000904,Birth,01/01/2018,Male
63,2018B0000905,Birth,01/01/2018,Male
64,2018B0000906,Birth,01/01/2018,Male
65,2018B0000907,Birth,01/01/2018,Male
66,2018B0000886,Birth,01/01/2018,Female
67,2018B0000909,Birth,01/01/2018,Male
68,2018B0000911,Birth,01/01/2018,Male
69,2018B0000913,Birth,01/01/2018,Male
70,2018B0000915,Birth,01/01/2018,Male
71,2018B0000918,Birth,01/01/2018,Male
72,2018B0000920,Birth,01/01/2018,Female
73,2018B0000921,Birth,01/01/2018,Male
74,2018B0000922,Birth,01/01/2018,Female
75,2018B0000923,Birth,01/01/2018,Female
76,2018B0000931,Birth,01/01/2018,Male
77,2018B0000955,Birth,01/01/2018,Female
78,2018B0000925,Birth,01/01/2018,Male
79,2018B0000926,Birth,01/01/2018,Male
80,2018B0000927,Birth,01/01/2018,Female
81,2018B0000974,Birth,01/01/2018,Male
82,2018B0000929,Birth,01/01/2018,Male
83,2018B0001047,Birth,01/01/2018,Female
84,2018B0001060,Birth,01/01/2018,Male
85,2018B0001913,Birth,01/01/2018,Male
86,2018B0000284,Birth,01/01/2018,Female
87,2018B0000008,Birth,01/01/2018,Female
88,2018B0000183,Birth,01/01/2018,Female
89,2018B0000421,Birth,01/01/2018,Male
90,2018B0000444,Birth,01/01/2018,Male
91,2018B0000447,Birth,01/01/2018,Male
92,2018B0000448,Birth,01/01/2018,Female
93,2018B0000449,Birth,01/01/2018,Female
94,2018B0000434,Birth,01/01/2018,Male
95,2018B0000435,Birth,01/01/2018,Male
96,2018B0000437,Birth,01/01/2018,Female
97,2018B0001140,Birth,01/01/2018,Male
98,2018B0001141,Birth,01/01/2018,Female
99,2018B0001144,Birth,01/01/2018,Female
100,2018B0001164,Birth,01/01/2018,Male
101,2018B0001182,Birth,01/01/2018,Female
102,2018B0001184,Birth,01/01/2018,Female
103,2018B0001195,Birth,01/01/2018,Female
104,2018B0001197,Birth,01/01/2018,Male
105,2018B0001270,Birth,01/01/2018,Male
106,2018B0001271,Birth,01/01/2018,Female
107,2018B0001272,Birth,01/01/2018,Male
108,2018B0001273,Birth,01/01/2018,Male
109,2018B0001274,Birth,01/01/2018,Male
110,2018B0001223,Birth,01/01/2018,Female
111,2018B0001224,Birth,01/01/2018,Female
112,2018B0001225,Birth,01/01/2018,Male
113,2018B0001297,Birth,01/01/2018,Male
114,2018B0001298,Birth,01/01/2018,Male
115,2018B0001299,Birth,01/01/2018,Male
116,2018B0001301,Birth,01/01/2018,Female
117,2018B0001229,Birth,01/01/2018,Male
118,2018B0002061,Birth,01/01/2018,Male
119,2018B0002063,Birth,01/01/2018,Male
120,2018B0002065,Birth,01/01/2018,Male
121,2018B0002067,Birth,01/01/2018,Male
122,2018B0002089,Birth,01/01/2018,Male
123,2018B0002086,Birth,01/01/2018,Male
124,2018B0002131,Birth,01/01/2018,Male
125,2018B0002153,Birth,01/01/2018,Male
126,2018B0001345,Birth,01/01/2018,Male
127,2018B0001347,Birth,01/01/2018,Male
128,2018B0001348,Birth,01/01/2018,Male
129,2018B0001350,Birth,01/01/2018,Male
130,2018B0001373,Birth,01/01/2018,Male
131,2018B0001411,Birth,01/01/2018,Male
132,2018B0001425,Birth,01/01/2018,Male
133,2018B0001445,Birth,01/01/2018,Male
134,2018B0001449,Birth,01/01/2018,Male
135,2018B0001452,Birth,01/01/2018,Male
136,2018B0001457,Birth,01/01/2018,Male
137,2018B0001460,Birth,01/01/2018,Female
138,2018B0001463,Birth,01/01/2018,Female
139,2018B0001465,Birth,01/01/2018,Male
140,2018B0001470,Birth,01/01/2018,Female
141,2018B0002163,Birth,01/01/2018,Male
142,2018B0002216,Birth,01/01/2018,Female
143,2018B0001472,Birth,01/01/2018,Male
144,2018B0001475,Birth,01/01/2018,Male
145,2018B0001495,Birth,01/01/2018,Female
146,2018B0005170,Birth,01/01/2018,Male
147,2018B0002436,Birth,01/01/2018,Male
148,2018B0002458,Birth,01/01/2018,Male
149,2018B0002461,Birth,01/01/2018,Female
150,2018B0002466,Birth,01/01/2018,Female
151,2018B0002499,Birth,01/01/2018,Male
152,2018B0002560,Birth,01/01/2018,Female
153,2018B0002561,Birth,01/01/2018,Female
154,2018B0002562,Birth,01/01/2018,Male
155,2018B0002563,Birth,01/01/2018,Male
156,2018B0002564,Birth,01/01/2018,Female
157,2018B0002565,Birth,01/01/2018,Male
158,2018B0002637,Birth,01/01/2018,Male
159,2018B0002703,Birth,01/01/2018,Male
160,2018B0006210,Birth,01/01/2018,Male
161,2018B0003155,Birth,01/01/2018,Male
162,2018B0003188,Birth,01/01/2018,Female
163,2018B0003823,Birth,01/01/2018,Female
164,2018D0000998,Death,01/01/2018,Female
165,2018D0001012,Death,01/01/2018,Female
166,2018D0001047,Death,01/01/2018,Male
167,2018D0000109,Death,01/01/2018,Male
168,2018D0000110,Death,01/01/2018,Male
169,2018D0000114,Death,01/01/2018,Male
170,2018D0000115,Death,01/01/2018,Male
171,2018D0000116,Death,01/01/2018,Male
172,2018D0000117,Death,01/01/2018,Male
173,2018D0000118,Death,01/01/2018,Male
174,2018D0000119,Death,01/01/2018,Male
175,2018D0000120,Death,01/01/2018,Male
176,2018D0000121,Death,01/01/2018,Male
177,2018D0000122,Death,01/01/2018,Male
178,2018D0000124,Death,01/01/2018,Male
179,2018D0000125,Death,01/01/2018,Male
180,2018D0000126,Death,01/01/2018,Male
181,2018D0000127,Death,01/01/2018,Female
182,2018D0000128,Death,01/01/2018,Male
183,2018D0000129,Death,01/01/2018,Male
184,2018D0000130,Death,01/01/2018,Female
185,2018D0000131,Death,01/01/2018,Female
186,2018D0000112,Death,01/01/2018,Male
187,2018D0000133,Death,01/01/2018,Male
188,2018D0000135,Death,01/01/2018,Female
189,2018D0000136,Death,01/01/2018,Male
190,2018D0000139,Death,01/01/2018,Male
191,2018D0000140,Death,01/01/2018,Male
192,2018D0000147,Death,01/01/2018,Male
193,2018D0000148,Death,01/01/2018,Female
194,2018D0000149,Death,01/01/2018,Female
195,2018D0000150,Death,01/01/2018,Male
196,2018D0000151,Death,01/01/2018,Female
197,2018D0000152,Death,01/01/2018,Female
198,2018D0000142,Death,01/01/2018,Female
199,2018D0000145,Death,01/01/2018,Male
200,2018D0000181,Death,01/01/2018,Female
201,2018D0000199,Death,01/01/2018,Female
202,2018D0001098,Death,01/01/2018,Male
203,2018D0001107,Death,01/01/2018,Female
204,2018D0001136,Death,01/01/2018,Male
205,2018D0001137,Death,01/01/2018,Female
206,2018D0001125,Death,01/01/2018,Female
207,2018D0001185,Death,01/01/2018,Male
208,2018D0001133,Death,01/01/2018,Male
209,2018D0000010,Death,01/01/2018,Male
210,2018D0000012,Death,01/01/2018,Female
211,2018D0000031,Death,01/01/2018,Female
212,2018D0000092,Death,01/01/2018,Male
213,2018D0000093,Death,01/01/2018,Female
214,2018D0000094,Death,01/01/2018,Male
215,2018D0000095,Death,01/01/2018,Male
216,2018D0000096,Death,01/01/2018,Male
217,2018D0000100,Death,01/01/2018,Male
218,2018D0000102,Death,01/01/2018,Male
219,2018D0000105,Death,01/01/2018,Male
220,2018D0000107,Death,01/01/2018,Female
221,2018D0000291,Death,01/01/2018,Male
222,2018D0000287,Death,01/01/2018,Female
223,2018D0000284,Death,01/01/2018,Male
224,2018D0000308,Death,01/01/2018,Male
225,2018D0000309,Death,01/01/2018,Female
226,2018D0000319,Death,01/01/2018,Female
227,2018D0000351,Death,01/01/2018,Female
228,2018D0000352,Death,01/01/2018,Male
229,2018D0000353,Death,01/01/2018,Male
230,2018D0000358,Death,01/01/2018,Male
231,2018D0000360,Death,01/01/2018,Male
232,2018D0000364,Death,01/01/2018,Male
233,2018D0000366,Death,01/01/2018,Male
234,2018D0001280,Death,01/01/2018,Male
235,2018D0001315,Death,01/01/2018,Female
236,2018D0001333,Death,01/01/2018,Female
237,2018D0001334,Death,01/01/2018,Male
238,2018D0002836,Death,01/01/2018,Male
239,2018D0002893,Death,01/01/2018,Male
240,2018D0001340,Death,01/01/2018,Male
241,2018D0001341,Death,01/01/2018,Male
242,2018D0001350,Death,01/01/2018,Male
243,2018D0001351,Death,01/01/2018,Male
244,2018D0001356,Death,01/01/2018,Male
245,2018D0000446,Death,01/01/2018,Female
246,2018D0000489,Death,01/01/2018,Male
247,2018D0000507,Death,01/01/2018,Male
248,2018D0000536,Death,01/01/2018,Male
249,2018D0000549,Death,01/01/2018,Female
250,2018D0000552,Death,01/01/2018,Male
251,2018D0000556,Death,01/01/2018,Female
252,2018D0000694,Death,01/01/2018,Female
253,2018D0000695,Death,01/01/2018,Male
254,2018D0000742,Death,01/01/2018,Female
255,2018D0000743,Death,01/01/2018,Male
256,2018D0000746,Death,01/01/2018,Male
257,2018D0000747,Death,01/01/2018,Female
258,2018D0000750,Death,01/01/2018,Female
259,2018D0000752,Death,01/01/2018,Male
260,2018D0000796,Death,01/01/2018,Female
261,2018D0000797,Death,01/01/2018,Male
262,2018D0000799,Death,01/01/2018,Male
263,2018D0000802,Death,01/01/2018,Female
264,2018D0000805,Death,01/01/2018,Male
265,2018D0000807,Death,01/01/2018,Male
266,2018D0000897,Death,01/01/2018,Female
267,2018D0000916,Death,01/01/2018,Female
268,2018D0000918,Death,01/01/2018,Female
269,2018D0000925,Death,01/01/2018,Male
270,2018D0000926,Death,01/01/2018,Male
271,2018D0000927,Death,01/01/2018,Female
272,2018D0000981,Death,01/01/2018,Male
273,2018B0002653,Birth,02/01/2018,Female
274,2018B0002654,Birth,02/01/2018,Female
275,2018B0002656,Birth,02/01/2018,Female
276,2018B0002660,Birth,02/01/2018,Male
277,2018B0002566,Birth,02/01/2018,Male
278,2018B0002567,Birth,02/01/2018,Female
279,2018B0002568,Birth,02/01/2018,Female
280,2018B0002569,Birth,02/01/2018,Male
281,2018B0002464,Birth,02/01/2018,Male
282,2018B0002376,Birth,02/01/2018,Female
283,2018B0002399,Birth,02/01/2018,Female
284,2018B0001474,Birth,02/01/2018,Female
285,2018B0001499,Birth,02/01/2018,Female
286,2018B0001526,Birth,02/01/2018,Male
287,2018B0001516,Birth,02/01/2018,Male
288,2018B0001493,Birth,02/01/2018,Male
289,2018B0001478,Birth,02/01/2018,Female
290,2018B0002221,Birth,02/01/2018,Female
291,2018B0001419,Birth,02/01/2018,Female
292,2018B0001374,Birth,02/01/2018,Female
293,2018B0001366,Birth,02/01/2018,Female
294,2018B0001368,Birth,02/01/2018,Female
295,2018B0001372,Birth,02/01/2018,Male
296,2018B0001356,Birth,02/01/2018,Male
297,2018B0001364,Birth,02/01/2018,Female
298,2018B0001349,Birth,02/01/2018,Male
299,2018B0002158,Birth,02/01/2018,Male
300,2018B0002070,Birth,02/01/2018,Female
301,2018B0002071,Birth,02/01/2018,Female
302,2018B0002075,Birth,02/01/2018,Female
303,2018B0002076,Birth,02/01/2018,Female
304,2018B0001227,Birth,02/01/2018,Male
305,2018B0001275,Birth,02/01/2018,Female
306,2018B0001276,Birth,02/01/2018,Female
307,2018B0001277,Birth,02/01/2018,Male
308,2018B0001278,Birth,02/01/2018,Female
309,2018B0001279,Birth,02/01/2018,Female
310,2018B0001280,Birth,02/01/2018,Male
311,2018B0001185,Birth,02/01/2018,Male
312,2018B0001186,Birth,02/01/2018,Female
313,2018B0001200,Birth,02/01/2018,Female
314,2018B0001222,Birth,02/01/2018,Female
315,2018B0001240,Birth,02/01/2018,Female
316,2018B0001180,Birth,02/01/2018,Male
317,2018B0001150,Birth,02/01/2018,Male
318,2018B0001151,Birth,02/01/2018,Male
319,2018B0001146,Birth,02/01/2018,Male
320,2018B0001156,Birth,02/01/2018,Male
321,2018B0001142,Birth,02/01/2018,Male
322,2018B0001133,Birth,02/01/2018,Female
323,2018B0000439,Birth,02/01/2018,Female
324,2018B0000452,Birth,02/01/2018,Male
325,2018B0000245,Birth,02/01/2018,Female
326,2018B0000262,Birth,02/01/2018,Male
327,2018B0000343,Birth,02/01/2018,Female
328,2018B0001915,Birth,02/01/2018,Female
329,2018B0001918,Birth,02/01/2018,Male
330,2018B0001919,Birth,02/01/2018,Female
331,2018B0001921,Birth,02/01/2018,Female
332,2018B0001048,Birth,02/01/2018,Female
333,2018B0000930,Birth,02/01/2018,Male
334,2018B0001045,Birth,02/01/2018,Female
335,2018B0000976,Birth,02/01/2018,Female
336,2018B0000983,Birth,02/01/2018,Male
337,2018B0000985,Birth,02/01/2018,Male
338,2018B0000928,Birth,02/01/2018,Female
339,2018B0001090,Birth,02/01/2018,Female
340,2018B0001911,Birth,02/01/2018,Male
341,2018B0000956,Birth,02/01/2018,Male
342,2018B0000959,Birth,02/01/2018,Male
343,2018B0000962,Birth,02/01/2018,Male
344,2018B0000963,Birth,02/01/2018,Female
345,2018B0000964,Birth,02/01/2018,Male
346,2018B0000965,Birth,02/01/2018,Female
347,2018B0000967,Birth,02/01/2018,Male
348,2018B0000969,Birth,02/01/2018,Male
349,2018B0000971,Birth,02/01/2018,Female
350,2018B0000973,Birth,02/01/2018,Female
351,2018B0000932,Birth,02/01/2018,Male
352,2018B0000933,Birth,02/01/2018,Male
353,2018B0000934,Birth,02/01/2018,Female
354,2018B0000935,Birth,02/01/2018,Female
355,2018B0000938,Birth,02/01/2018,Female
356,2018B0000941,Birth,02/01/2018,Female
357,2018B0000943,Birth,02/01/2018,Male
358,2018B0000945,Birth,02/01/2018,Male
359,2018B0000947,Birth,02/01/2018,Male
360,2018B0000950,Birth,02/01/2018,Male
361,2018B0000952,Birth,02/01/2018,Male
362,2018B0000954,Birth,02/01/2018,Female
363,2018B0000916,Birth,02/01/2018,Male
364,2018B0000891,Birth,02/01/2018,Male
365,2018B0000838,Birth,02/01/2018,Male
366,2018B0000839,Birth,02/01/2018,Male
367,2018B0000841,Birth,02/01/2018,Female
368,2018B0000842,Birth,02/01/2018,Male
369,2018B0001905,Birth,02/01/2018,Female
370,2018B0001803,Birth,02/01/2018,Female
371,2018B0001783,Birth,02/01/2018,Female
372,2018B0000821,Birth,02/01/2018,Male
373,2018B0000822,Birth,02/01/2018,Female
374,2018B0000824,Birth,02/01/2018,Female
375,2018B0000825,Birth,02/01/2018,Female
376,2018B0000827,Birth,02/01/2018,Male
377,2018B0000828,Birth,02/01/2018,Female
378,2018B0000752,Birth,02/01/2018,Female
379,2018B0000712,Birth,02/01/2018,Male
380,2018B0000708,Birth,02/01/2018,Male
381,2018B0000705,Birth,02/01/2018,Male
382,2018B0000685,Birth,02/01/2018,Female
383,2018B0000696,Birth,02/01/2018,Female
384,2018B0000646,Birth,02/01/2018,Female
385,2018B0000647,Birth,02/01/2018,Female
386,2018B0000664,Birth,02/01/2018,Female
387,2018B0000649,Birth,02/01/2018,Male
388,2018B0000650,Birth,02/01/2018,Male
389,2018B0000653,Birth,02/01/2018,Female
390,2018B0000643,Birth,02/01/2018,Male
391,2018B0000636,Birth,02/01/2018,Female
392,2018B0000629,Birth,02/01/2018,Female
393,2018B0000634,Birth,02/01/2018,Male
394,2018B0000573,Birth,02/01/2018,Male
395,2018B0000579,Birth,02/01/2018,Male
396,2018B0000602,Birth,02/01/2018,Female
397,2018B0000565,Birth,02/01/2018,Female
398,2018B0000515,Birth,02/01/2018,Male
399,2018B0000551,Birth,02/01/2018,Female
400,2018B0000535,Birth,02/01/2018,Male
401,2018B0000504,Birth,02/01/2018,Female
402,2018B0000513,Birth,02/01/2018,Female
403,2018B0000472,Birth,02/01/2018,Female
404,2018B0001735,Birth,02/01/2018,Female
405,2018B0001663,Birth,02/01/2018,Male
406,2018B0001611,Birth,02/01/2018,Male
407,2018B0001570,Birth,02/01/2018,Male
408,2018B0006180,Birth,02/01/2018,Female
409,2018B0006187,Birth,02/01/2018,Female
410,2018B0007612,Birth,02/01/2018,Female
411,2018B0002891,Birth,02/01/2018,Female
412,2018B0003070,Birth,02/01/2018,Male
413,2018D0004483,Death,02/01/2018,Female
414,2018D0001359,Death,02/01/2018,Female
415,2018D0001352,Death,02/01/2018,Female
416,2018D0001361,Death,02/01/2018,Male
417,2018D0001362,Death,02/01/2018,Male
418,2018D0001342,Death,02/01/2018,Male
419,2018D0001343,Death,02/01/2018,Male
420,2018D0001337,Death,02/01/2018,Male
421,2018D0001345,Death,02/01/2018,Female
422,2018D0001284,Death,02/01/2018,Female
423,2018D0001278,Death,02/01/2018,Male
424,2018D0001262,Death,02/01/2018,Female
425,2018D0001264,Death,02/01/2018,Female
426,2018D0000365,Death,02/01/2018,Female
427,2018D0000315,Death,02/01/2018,Female
428,2018D0000285,Death,02/01/2018,Male
429,2018D0000286,Death,02/01/2018,Female
430,2018D0000288,Death,02/01/2018,Male
431,2018D0000289,Death,02/01/2018,Female
432,2018D0000290,Death,02/01/2018,Female
433,2018D0000292,Death,02/01/2018,Male
434,2018D0000293,Death,02/01/2018,Male
435,2018D0000294,Death,02/01/2018,Female
436,2018D0000295,Death,02/01/2018,Male
437,2018D0000296,Death,02/01/2018,Male
438,2018D0000297,Death,02/01/2018,Female
439,2018D0000298,Death,02/01/2018,Male
440,2018D0000299,Death,02/01/2018,Female
441,2018D0000300,Death,02/01/2018,Male
442,2018D0000301,Death,02/01/2018,Female
443,2018D0000302,Death,02/01/2018,Female
444,2018D0000303,Death,02/01/2018,Female
445,2018D0000304,Death,02/01/2018,Female
446,2018D0000261,Death,02/01/2018,Female
447,2018D0000262,Death,02/01/2018,Female
448,2018D0000263,Death,02/01/2018,Male
449,2018D0000264,Death,02/01/2018,Male
450,2018D0000265,Death,02/01/2018,Male
451,2018D0000266,Death,02/01/2018,Female
452,2018D0000267,Death,02/01/2018,Female
453,2018D0000268,Death,02/01/2018,Female
454,2018D0000269,Death,02/01/2018,Male
455,2018D0000270,Death,02/01/2018,Male
456,2018D0000271,Death,02/01/2018,Male
457,2018D0000272,Death,02/01/2018,Male
458,2018D0000273,Death,02/01/2018,Male
459,2018D0000274,Death,02/01/2018,Female
460,2018D0000275,Death,02/01/2018,Female
461,2018D0000276,Death,02/01/2018,Male
462,2018D0000277,Death,02/01/2018,Male
463,2018D0000278,Death,02/01/2018,Female
464,2018D0000279,Death,02/01/2018,Female
465,2018D0000280,Death,02/01/2018,Male
466,2018D0000281,Death,02/01/2018,Female
467,2018D0000282,Death,02/01/2018,Female
468,2018D0000283,Death,02/01/2018,Female
469,2018D0000228,Death,02/01/2018,Male
470,2018D0000230,Death,02/01/2018,Female
471,2018D0000106,Death,02/01/2018,Male
472,2018D0000101,Death,02/01/2018,Male
473,2018D0000087,Death,02/01/2018,Male
474,2018D0000097,Death,02/01/2018,Male
475,2018D0000099,Death,02/01/2018,Male
476,2018D0000051,Death,02/01/2018,Male
477,2018D0000006,Death,02/01/2018,Male
478,2018D0000029,Death,02/01/2018,Male
479,2018D0000030,Death,02/01/2018,Male
480,2018D0000017,Death,02/01/2018,Male
481,2018D0000018,Death,02/01/2018,Male
482,2018D0001135,Death,02/01/2018,Male
483,2018D0001176,Death,02/01/2018,Female
484,2018D0001138,Death,02/01/2018,Male
485,2018D0001092,Death,02/01/2018,Female
486,2018D0000173,Death,02/01/2018,Female
487,2018D0000144,Death,02/01/2018,Female
488,2018B0003704,Birth,02/01/2018,Female
489,2018B0003426,Birth,02/01/2018,Female
490,2018D0000947,Death,02/01/2018,Female
491,2018D0000922,Death,02/01/2018,Male
492,2018D0000929,Death,02/01/2018,Male
493,2018D0000919,Death,02/01/2018,Male
494,2018D0000915,Death,02/01/2018,Male
495,2018D0000904,Death,02/01/2018,Female
496,2018D0000906,Death,02/01/2018,Female
497,2018D0000908,Death,02/01/2018,Male
498,2018D0000815,Death,02/01/2018,Male
499,2018D0000858,Death,02/01/2018,Male
500,2018D0000676,Death,02/01/2018,Male
501,2018D0000697,Death,02/01/2018,Female
502,2018D0000678,Death,02/01/2018,Male
503,2018D0000679,Death,02/01/2018,Female
504,2018D0000680,Death,02/01/2018,Female
505,2018D0000666,Death,02/01/2018,Male
506,2018D0000669,Death,02/01/2018,Male
507,2018D0000671,Death,02/01/2018,Male
508,2018D0000557,Death,02/01/2018,Female
509,2018D0000558,Death,02/01/2018,Female
510,2018D0000559,Death,02/01/2018,Female
511,2018D0000560,Death,02/01/2018,Male
512,2018D0000561,Death,02/01/2018,Female
513,2018D0000553,Death,02/01/2018,Female
514,2018D0000554,Death,02/01/2018,Female
515,2018D0000555,Death,02/01/2018,Female
516,2018D0000572,Death,02/01/2018,Male
517,2018D0000542,Death,02/01/2018,Male
518,2018D0000514,Death,02/01/2018,Female
519,2018D0000448,Death,02/01/2018,Female
520,2018D0000450,Death,02/01/2018,Male
521,2018D0000451,Death,02/01/2018,Female
522,2018D0000452,Death,02/01/2018,Female
523,2018D0000453,Death,02/01/2018,Female
524,2018D0000454,Death,02/01/2018,Male
525,2018D0000455,Death,02/01/2018,Female
526,2018D0000476,Death,02/01/2018,Male
527,2018B0001576,Birth,03/01/2018,Female
528,2018B0001624,Birth,03/01/2018,Female
529,2018B0001665,Birth,03/01/2018,Female
530,2018B0001737,Birth,03/01/2018,Male
531,2018B0001738,Birth,03/01/2018,Male
532,2018B0001741,Birth,03/01/2018,Male
533,2018B0001722,Birth,03/01/2018,Female
534,2018B0001725,Birth,03/01/2018,Male
535,2018B0000473,Birth,03/01/2018,Male
536,2018B0000514,Birth,03/01/2018,Male
537,2018B0000547,Birth,03/01/2018,Female
538,2018B0000569,Birth,03/01/2018,Female
539,2018B0000599,Birth,03/01/2018,Female
540,2018B0000601,Birth,03/01/2018,Female
541,2018B0000639,Birth,03/01/2018,Female
542,2018B0000655,Birth,03/01/2018,Female
543,2018B0000665,Birth,03/01/2018,Male
544,2018B0000697,Birth,03/01/2018,Male
545,2018B0000688,Birth,03/01/2018,Female
546,2018B0000689,Birth,03/01/2018,Male
547,2018B0000701,Birth,03/01/2018,Female
548,2018B0000702,Birth,03/01/2018,Female
549,2018B0000709,Birth,03/01/2018,Male
550,2018B0000713,Birth,03/01/2018,Female
551,2018B0000714,Birth,03/01/2018,Female
552,2018B0000762,Birth,03/01/2018,Female
553,2018B0000658,Birth,03/01/2018,Female
554,2018B0000767,Birth,03/01/2018,Male
555,2018B0000753,Birth,03/01/2018,Female
556,2018B0000754,Birth,03/01/2018,Male
557,2018B0000755,Birth,03/01/2018,Male
558,2018B0000756,Birth,03/01/2018,Male
559,2018B0000830,Birth,03/01/2018,Male
560,2018B0001792,Birth,03/01/2018,Female
561,2018B0001795,Birth,03/01/2018,Male
562,2018B0002851,Birth,03/01/2018,Male
563,2018B0002872,Birth,03/01/2018,Female
564,2018B0001865,Birth,03/01/2018,Male
565,2018B0000845,Birth,03/01/2018,Male
566,2018B0000846,Birth,03/01/2018,Male
567,2018B0000848,Birth,03/01/2018,Female
568,2018B0000850,Birth,03/01/2018,Male
569,2018B0000851,Birth,03/01/2018,Male
570,2018B0000853,Birth,03/01/2018,Female
571,2018B0000854,Birth,03/01/2018,Male
572,2018B0000856,Birth,03/01/2018,Male
573,2018B0000858,Birth,03/01/2018,Male
574,2018B0000872,Birth,03/01/2018,Male
575,2018B0000837,Birth,03/01/2018,Female
576,2018B0000908,Birth,03/01/2018,Female
577,2018B0000885,Birth,03/01/2018,Female
578,2018B0000883,Birth,03/01/2018,Male
579,2018B0000877,Birth,03/01/2018,Male
580,2018B0000878,Birth,03/01/2018,Male
581,2018B0000880,Birth,03/01/2018,Male
582,2018B0000881,Birth,03/01/2018,Female
583,2018B0000910,Birth,03/01/2018,Male
584,2018B0000914,Birth,03/01/2018,Male
585,2018B0000912,Birth,03/01/2018,Male
586,2018B0000917,Birth,03/01/2018,Male
587,2018B0000919,Birth,03/01/2018,Female
588,2018B0001110,Birth,03/01/2018,Male
589,2018B0001094,Birth,03/01/2018,Female
590,2018B0001097,Birth,03/01/2018,Female
591,2018B0001052,Birth,03/01/2018,Female
592,2018B0001925,Birth,03/01/2018,Male
593,2018B0001926,Birth,03/01/2018,Female
594,2018B0001929,Birth,03/01/2018,Male
595,2018B0001931,Birth,03/01/2018,Female
596,2018B0001934,Birth,03/01/2018,Female
597,2018B0000409,Birth,03/01/2018,Female
598,2018B0000411,Birth,03/01/2018,Male
599,2018B0000413,Birth,03/01/2018,Female
600,2018B0000416,Birth,03/01/2018,Female
601,2018B0000417,Birth,03/01/2018,Male
602,2018B0000418,Birth,03/01/2018,Female
603,2018B0002035,Birth,03/01/2018,Male
604,2018B0002014,Birth,03/01/2018,Male
605,2018B0000427,Birth,03/01/2018,Female
606,2018B0000455,Birth,03/01/2018,Female
607,2018B0000456,Birth,03/01/2018,Female
608,2018B0000458,Birth,03/01/2018,Female
609,2018B0001123,Birth,03/01/2018,Male
610,2018B0001124,Birth,03/01/2018,Female
611,2018B0001125,Birth,03/01/2018,Female
612,2018B0001145,Birth,03/01/2018,Male
613,2018B0001152,Birth,03/01/2018,Male
614,2018B0001153,Birth,03/01/2018,Male
615,2018B0001160,Birth,03/01/2018,Female
616,2018B0001212,Birth,03/01/2018,Female
617,2018B0001214,Birth,03/01/2018,Male
